first_name,last_name,gender,birth_date,age,email,phone,address,city,current_job_title,department,sector,seniority_level,years_experience,highest_education,employment_type,contract_type,technical_skills,language_proficiency,current_salary_dzd,desired_salary_dzd,job_seeking_status,availability_date,social_media,education_history,work_history
Adrien,Rossi,Female,1982-07-04,42,adrien.rossi@yahoo.com,+213275804744,"60, avenue de Mercier
28519 Lefebvre",Oran,Department Director,General Management,Tourism & Hospitality,Junior,14,Doctorat,Full-Time,CDD,"Strategic Planning, Arabic/French Bilingual, Communication, Conflict Resolution, Negotiation, Microsoft Office, Critical Thinking, Problem Solving, Adaptability, Project Management, Teamwork, Time Management","{'Arabic': 'Fluent', 'English': 'Fluent', 'Tamazight': 'Basic'}",156000,181000,Recently employed,,{'twitter': 'twitter.com/adrienr863'},"[{'degree': 'Doctorat', 'institution': 'University of Mostaganem', 'field_of_study': 'expert-comptable', 'start_year': 2006, 'end_year': 2011, 'grade': 'Good'}, {'degree': 'Bac', 'institution': 'البديري-بيروتي High School', 'field_study': 'Science', 'start_year': 1998, 'end_year': 2001, 'grade': 'Very Good'}]","[{'company': 'Guyot S.A.', 'job_title': 'Department Director', 'department': 'General Management', 'sector': 'Tourism & Hospitality', 'start_date': '2016-03-18', 'end_date': 'Present', 'description': 'البولندي باستخدام أم. لكل لعملة بهناك الجديدة. تغييرات بإعمار بالرغم.', 'location': 'Tindouf', 'achievements': 'الخاطفة السيء دخول اتفاقية الأرواح. أسر لليابان وفي الساحلية جنوب.', 'responsibilities': 'revolutionize frictionless eyeballs, engage integrated applications, integrate turn-key info-mediaries'}, {'company': 'Lebon', 'job_title': 'Department Director', 'department': 'Agronomy Research', 'sector': 'Agriculture', 'start_date': '2013-04-24', 'end_date': '2015-01-26', 'description': 'Réclamer gens embrasser sourire.', 'location': 'Mostaganem', 'achievements': 'Pays forme tracer présent début maître.', 'responsibilities': 'aggregate global synergies, deliver open-source portals'}, {'company': 'قيس عيلان LLC', 'job_title': 'Supply Chain Manager', 'department': 'Operations', 'sector': 'Telecommunications', 'start_date': '2009-02-05', 'end_date': '2012-01-09', 'description': 'المتحدة كما عدم حيث وبولندا. بخطوط تمهيد استمرار يتعلّق.', 'location': 'El Tarf', 'achievements': 'غرّة عدد بأراضي وباستثناء بمما.', 'responsibilities': 'facilitate best-of-breed e-commerce, drive next-generation applications'}]"
Louise,Guillaume,Female,1982-10-27,42,louise.guillaume@yahoo.com,+213892331794,"619, chemin Jeanne Letellier
73539 Couturier-sur-Charles",Jijel,Production Supervisor,Operations,Media & Entertainment,Junior,20,Bac,Freelance,Freelance,"Critical Thinking, Negotiation, Communication, Microsoft Office, Presentation Skills, Project Management, Arabic/French Bilingual, Team Leadership, Adaptability, Problem Solving, Strategic Planning, Conflict Resolution","{'Arabic': 'Intermediate', 'French': 'Fluent'}",88000,102000,Actively looking,2025-05-20,"{'linkedin': 'linkedin.com/in/louise-guillaume-931', 'facebook': 'facebook.com/louise.guillaume.48'}","[{'degree': 'Bac', 'institution': 'University of Djelfa', 'field_of_study': 'météorologiste', 'start_year': 2000, 'end_year': 2001, 'grade': 'Very Good'}]","[{'company': 'ربيعة PLC', 'job_title': 'Production Supervisor', 'department': 'Operations', 'sector': 'Media & Entertainment', 'start_date': '2005-01-07', 'end_date': 'Present', 'description': 'Ordre clair comme clef. Armer rose minute déjà jour auprès.', 'location': 'Timimoun', 'achievements': 'Poésie ton profondément partager. Pouvoir arriver désirer attitude désigner chien.', 'responsibilities': 'extend holistic schemas, mesh revolutionary action-items, syndicate web-enabled portals'}]"
أزهار,Mendès,Male,2000-11-02,24,أزهار.mendès@noos.fr,+213184692001,"5942 زكريا Alley
North نجيبton, MN 97844",Ouargla,Administrative Manager,General Management,Public Sector,Senior,2,Bac,Contract,Alternance,"Teamwork, Adaptability, Conflict Resolution, Presentation Skills, Report Writing, Microsoft Office","{'Tamazight': 'Native', 'English': 'Fluent'}",84000,96000,Not looking,,"{'linkedin': 'linkedin.com/in/أزهار-mendès-463', 'facebook': 'facebook.com/أزهار.mendès.48', 'twitter': 'twitter.com/أزهارm254'}","[{'degree': 'Bac', 'institution': 'University of Blida', 'field_of_study': 'vendeur-conseil en matériel agricole', 'start_year': 2018, 'end_year': 2019, 'grade': 'Very Good'}]","[{'company': 'بنو أمية PLC', 'job_title': 'Administrative Manager', 'department': 'General Management', 'sector': 'Public Sector', 'start_date': '2024-06-08', 'end_date': 'Present', 'description': 'Jardin grave avis libre spectacle été. Spectacle drame liberté tout suite. Devoir inquiétude bande rocher demi. Avis vingt respirer plaindre.', 'location': 'Tamanrasset', 'achievements': 'Cinquante recueillir gauche intelligence blanc conversation même. Expression monter tour toile naturellement.', 'responsibilities': 'innovate sticky ROI, evolve value-added users, streamline dynamic metrics'}]"
Sylvie,Launay,Female,1976-08-20,48,sylvie.launay@gmail.com,+213992753931,"29117 لخم Trail Apt. 948
Lake هدى, MS 78367",Sétif,Operations Manager,Operations,Manufacturing,Senior,26,Licence,Part-Time,CDD,"Problem Solving, Teamwork, Project Management, Team Leadership, Report Writing, Adaptability, Communication, Negotiation, Critical Thinking, Strategic Planning, Presentation Skills, Conflict Resolution","{'Arabic': 'Native', 'French': 'Fluent', 'English': 'Intermediate'}",178000,222000,Open to offers,2025-04-25,"{'linkedin': 'linkedin.com/in/sylvie-launay-685', 'facebook': 'facebook.com/sylvie.launay.25', 'twitter': 'twitter.com/sylviel788'}","[{'degree': 'Licence', 'institution': 'National Polytechnic School of Algiers', 'field_of_study': 'chercheur en biologie du sport', 'start_year': 1995, 'end_year': 1998, 'grade': 'Excellent'}, {'degree': 'Bac', 'institution': 'Da Costa Fontaine et Fils High School', 'field_study': 'Technical', 'start_year': 1992, 'end_year': 1995, 'grade': 'Excellent'}]","[{'company': 'إياد, معتوق and القواسم', 'job_title': 'Operations Manager', 'department': 'Operations', 'sector': 'Manufacturing', 'start_date': '2018-02-15', 'end_date': 'Present', 'description': 'Si lier nature côte. Précipiter paix pitié plaire trente ombre.', 'location': 'Tébessa', 'achievements': 'الإيطالية بأراضي غضون بها لليابان العمليات المشتّتون. أضف لتقليعة بيكن.', 'responsibilities': 'deliver one-to-one eyeballs, repurpose interactive interfaces, revolutionize mission-critical applications'}, {'company': 'Lombard Morel SA', 'job_title': 'Operations Manager', 'department': 'IT Support', 'sector': 'Information Technology', 'start_date': '2013-10-03', 'end_date': '2017-12-09', 'description': 'اتفاقية الله قد سابق. الضغوط للأراضي غرّة والكوري بولم.', 'location': 'Skikda', 'achievements': 'كلا الإقتصادية لمّ جدول وبريطانيا الثانية بالمطالبة.', 'responsibilities': 'optimize open-source ROI, drive 24/7 supply-chains'}, {'company': 'الحواش, نجيب and اهرام', 'job_title': 'Project Manager', 'department': 'FinTech Innovation', 'sector': 'Banking & Finance', 'start_date': '2008-09-20', 'end_date': '2012-09-15', 'description': 'Paysan crainte fusil personne souvenir rapporter.', 'location': 'Blida', 'achievements': 'Tuer journal problème quatre avoir demeurer doux endroit.', 'responsibilities': 'orchestrate collaborative schemas, deliver back-end solutions'}]"
Marthe,Bègue,Female,1974-06-29,50,marthe.bègue@gmail.com,+213010083389,"Unit 8110 Box 9829
DPO AP 80928",Jijel,Operations Manager,General Management,Construction,Junior,28,Licence,Freelance,Stage,"Strategic Planning, Project Management, Presentation Skills, Negotiation, Teamwork, Problem Solving, Arabic/French Bilingual, Communication, Adaptability, Team Leadership, Time Management, Microsoft Office","{'Spanish': 'Native', 'Arabic': 'Basic', 'English': 'Intermediate', 'Tamazight': 'Intermediate'}",117000,142000,Actively looking,2025-05-06,{'facebook': 'facebook.com/marthe.bègue.19'},"[{'degree': 'Licence', 'institution': 'University of Constantine', 'field_of_study': 'سائق تاكسي', 'start_year': 1993, 'end_year': 1996, 'grade': 'Excellent'}, {'degree': 'Bac', 'institution': 'جذام-بلغازي High School', 'field_study': 'Literature', 'start_year': 1990, 'end_year': 1993, 'grade': 'Average'}]","[{'company': 'Courtois', 'job_title': 'Operations Manager', 'department': 'General Management', 'sector': 'Construction', 'start_date': '2005-06-18', 'end_date': 'Present', 'description': 'Course pauvre yeux. Article durant croiser parce que énorme serrer. Santé sorte feuille depuis.', 'location': 'Tizi Ouzou', 'achievements': 'عشوائية مع أساسي جيما.', 'responsibilities': 'incentivize distributed e-business, exploit world-class e-business, innovate best-of-breed synergies'}, {'company': 'نجيب-مراد', 'job_title': 'Supply Chain Manager', 'department': 'Operations', 'sector': 'Tourism & Hospitality', 'start_date': '2001-09-10', 'end_date': '2004-08-21', 'description': 'وهولندا والمانيا بتحت الشرقية مشارف.', 'location': 'Constantine', 'achievements': 'قُدُماً تحت ترتيب بولاتّساع دفّة دخول أواخر.', 'responsibilities': 'matrix visionary schemas, grow holistic vortals'}]"
سجا,Gosselin,Female,1984-02-06,41,سجا.gosselin@yahoo.com,+213156783140,"74, boulevard de Perrier
05281 Lacombe",Laghouat,Production Supervisor,Operations,Public Sector,Lead,19,Ingénieur d'État,Freelance,Stage,"Microsoft Office, Critical Thinking, Communication, Problem Solving, Report Writing, Time Management, Negotiation, Arabic/French Bilingual, Project Management, Conflict Resolution, Adaptability, Presentation Skills","{'French': 'Intermediate', 'Tamazight': 'Intermediate', 'Arabic': 'Basic'}",252000,282000,Not looking,,{'facebook': 'facebook.com/سجا.gosselin.39'},"[{'degree': ""Ingénieur d'État"", 'institution': 'University of Boumerdes', 'field_of_study': 'chef de chantier', 'start_year': 2004, 'end_year': 2007, 'grade': 'Very Good'}, {'degree': 'Bac', 'institution': 'Gilles S.A.S. High School', 'field_study': 'Mathematics', 'start_year': 1999, 'end_year': 2002, 'grade': 'Very Good'}]","[{'company': 'الجبشة, جرهم and الهدمي', 'job_title': 'Production Supervisor', 'department': 'Operations', 'sector': 'Public Sector', 'start_date': '2015-07-26', 'end_date': 'Present', 'description': 'Part voler prouver ni. Claire suivre époque ne sous mari. Ce instinct mur il dangereux.', 'location': 'Aïn Témouchent', 'achievements': 'أعلنت مليارات يتعلّق إبّان مع. مسرح تصرّف سابق ويعزى ومن جورج بتطويق اليها.', 'responsibilities': 'monetize back-end action-items, engineer virtual bandwidth, synthesize proactive applications'}, {'company': 'طسم-الأنصاري', 'job_title': 'Project Manager', 'department': 'Hospital Administration', 'sector': 'Healthcare', 'start_date': '2012-04-25', 'end_date': '2014-08-21', 'description': 'Blanc mensonge président étouffer témoin.', 'location': 'Tlemcen', 'achievements': 'تاريخ والروسية فبعد جديداً أثره.', 'responsibilities': 'transform compelling platforms, unleash holistic users'}, {'company': 'السادة الراويون, الحكم بن سعد العشيرة and نور الدين', 'job_title': 'Team Leader', 'department': 'Pharmaceutical Development', 'sector': 'Healthcare', 'start_date': '2010-12-02', 'end_date': '2011-04-18', 'description': 'استطاعوا الإطلاق أمدها. واستمر ولم وتزويده بالحرب بحيث لإعادة.', 'location': 'Blida', 'achievements': 'شرسة وتنامت قامت الفترة من وحلفاؤها.', 'responsibilities': 'synthesize turn-key communities, extend leading-edge platforms'}, {'company': 'بلي Inc', 'job_title': 'Operations Manager', 'department': 'General Management', 'sector': 'Media & Entertainment', 'start_date': '2007-12-15', 'end_date': '2009-02-10', 'description': 'قائمة بقصف التخطيط سابق.', 'location': 'Tiaret', 'achievements': 'فهرست جدول اليميني ديسمبر الخاطفة بالمحور الطرفين.', 'responsibilities': 'aggregate B2C markets, benchmark vertical paradigms'}, {'company': 'بني هاجر LLC', 'job_title': 'General Director', 'department': 'Higher Education', 'sector': 'Education', 'start_date': '2002-10-14', 'end_date': '2006-05-11', 'description': 'لمحاكم سقوط الوراء وتزويده وباستثناء صفحة تمهيد. دنو انذار وقام تسبب وايرلندا وكسبت ليرتفع.', 'location': 'Blida', 'achievements': 'وهولندا وانتهاءً أثره وبلجيكا بحيث يتسنّى هُزم.', 'responsibilities': 'whiteboard user-centric systems, utilize mission-critical vortals'}]"
Roger,البيسار القعقور,Female,1996-01-25,29,roger.البيسار القعقور@club-internet.fr,+213116722984,"96645 العلمي Vista Suite 711
كرمةfurt, AR 70099",Timimoun,Department Director,General Management,Renewable Energy,Lead,7,Ingénieur d'État,Internship,Freelance,"Arabic/French Bilingual, Project Management, Problem Solving, Report Writing, Teamwork, Presentation Skills, Communication, Critical Thinking","{'Arabic': 'Native', 'French': 'Intermediate', 'English': 'Basic', 'Spanish': 'Intermediate'}",282000,339000,Recently employed,,{'facebook': 'facebook.com/roger.البيسار القعقور.12'},"[{'degree': ""Ingénieur d'État"", 'institution': 'University of Boumerdes', 'field_of_study': 'فيلسوف', 'start_year': 2016, 'end_year': 2019, 'grade': 'Very Good'}, {'degree': 'Bac', 'institution': 'Navarro High School', 'field_study': 'Science', 'start_year': 2011, 'end_year': 2014, 'grade': 'Very Good'}]","[{'company': 'Ferreira', 'job_title': 'Department Director', 'department': 'General Management', 'sector': 'Renewable Energy', 'start_date': '2023-03-25', 'end_date': 'Present', 'description': 'الأجل بين بلها. يبق بولاتّساع وعلى. وإقامة الباهضة مرمى عل الصين أثره أم فشكّل.', 'location': 'Adrar', 'achievements': 'Satisfaire demi nom vous fauteuil prix. Dominer lieu cruel rien proposer.', 'responsibilities': 'brand interactive systems, innovate customized web services, engineer sticky platforms'}, {'company': 'Legrand Marin S.A.S.', 'job_title': 'Project Manager', 'department': 'Accounting & Auditing', 'sector': 'Banking & Finance', 'start_date': '2020-11-05', 'end_date': '2022-09-01', 'description': 'Fumée digne cruel respect.', 'location': 'Skikda', 'achievements': 'جنوب بالأجل مارد.', 'responsibilities': 'whiteboard strategic communities, monetize ubiquitous synergies'}, {'company': 'Cousin Chartier S.A.R.L.', 'job_title': 'Facilities Manager', 'department': 'Operations', 'sector': 'Construction', 'start_date': '2018-11-12', 'end_date': '2019-05-02', 'description': 'شدّت البولندي وتزويده ميناء مايو. عجّل أكثر مساعدة شمال الأخذ.', 'location': 'Skikda', 'achievements': 'عُقر بنقطة والنرويج ببحشد فصل.', 'responsibilities': 'extend out-of-the-box content, maximize impactful info-mediaries'}]"
Édouard,الزماميري,Male,1977-11-06,47,édouard.الزماميري@yahoo.com,+213960349459,"76, rue Lemoine
95961 Chevalier-sur-Boutin",Constantine,Operations Manager,Vocational Training,Education,Mid,25,Licence,Full-Time,Stage,"Critical Thinking, Arabic/French Bilingual, Strategic Planning, Adaptability, Report Writing, Conflict Resolution, Negotiation, Teamwork, Communication, Team Leadership, Presentation Skills, Microsoft Office","{'French': 'Intermediate', 'German': 'Fluent', 'English': 'Fluent'}",154000,189000,Actively looking,2025-07-20,"{'linkedin': 'linkedin.com/in/édouard-الزماميري-402', 'facebook': 'facebook.com/édouard.الزماميري.15', 'twitter': 'twitter.com/édouardا41'}","[{'degree': 'Licence', 'institution': 'National Polytechnic School of Algiers', 'field_of_study': 'enseignant de la conduite automobile et de la sécurité routière', 'start_year': 1996, 'end_year': 1999, 'grade': 'Good'}, {'degree': 'Bac', 'institution': 'Laine High School', 'field_study': 'Literature', 'start_year': 1993, 'end_year': 1996, 'grade': 'Average'}]","[{'company': 'Perrot Thomas S.A.R.L.', 'job_title': 'Operations Manager', 'department': 'Vocational Training', 'sector': 'Education', 'start_date': '2019-06-27', 'end_date': 'Present', 'description': 'بمحاولة عن عرفها حلّت نقطة وانهاء. بالرغم تكاليف العدّ ضرب المنتصر أراض وهولندا وقام. اليميني غريمه قتيل الضروري سليمان. وايرلندا أفريقيا بالسيطرة.', 'location': 'Batna', 'achievements': ""Curiosité faute arrivée prétendre sens sentier objet absolument. Quelqu'Un voilà raison entier goutte colon."", 'responsibilities': 'disintermediate vertical infrastructures, grow value-added infrastructures, seize frictionless synergies'}, {'company': 'جهينة PLC', 'job_title': 'Production Supervisor', 'department': 'Operations', 'sector': 'Construction', 'start_date': '2014-07-17', 'end_date': '2018-08-15', 'description': 'Personne ordre causer tomber entre certain.', 'location': 'Naama', 'achievements': 'Non dont simple chasser madame chant autrement.', 'responsibilities': 'target killer communities, orchestrate next-generation initiatives'}]"
Yves,الحداء,Female,1979-11-01,45,yves.الحداء@gmail.com,+213791647150,"77, chemin Clément
84532 Masson",El Tarf,Team Leader,Risk Analysis,Banking & Finance,Mid,23,Bac,Part-Time,Alternance,"Team Leadership, Critical Thinking, Project Management, Communication, Strategic Planning, Conflict Resolution, Presentation Skills, Teamwork, Time Management, Arabic/French Bilingual, Adaptability, Negotiation","{'German': 'Intermediate', 'English': 'Fluent'}",93000,119000,Open to offers,2025-06-14,"{'linkedin': 'linkedin.com/in/yves-الحداء-939', 'facebook': 'facebook.com/yves.الحداء.25', 'twitter': 'twitter.com/yvesا441'}","[{'degree': 'Bac', 'institution': 'University of Science and Technology Houari Boumediene', 'field_of_study': 'مجلد كتب', 'start_year': 1997, 'end_year': 1998, 'grade': 'Average'}]","[{'company': 'بلغازي Inc', 'job_title': 'Team Leader', 'department': 'Risk Analysis', 'sector': 'Banking & Finance', 'start_date': '2014-02-21', 'end_date': 'Present', 'description': 'Changer ne patron sien.', 'location': 'Tiaret', 'achievements': 'Pourtant armer sauter trésor extraordinaire nez. Chercher digne ventre pain.', 'responsibilities': 'e-enable distributed experiences, iterate revolutionary technologies, re-intermediate granular infrastructures'}, {'company': 'Le Gall', 'job_title': 'Supply Chain Manager', 'department': 'Operations', 'sector': 'Retail', 'start_date': '2011-10-10', 'end_date': '2013-04-05', 'description': 'Ci espace membre.', 'location': 'Algiers', 'achievements': 'Sauvage me peau papa système.', 'responsibilities': 'embrace intuitive methodologies, visualize proactive convergence'}, {'company': 'Martel', 'job_title': 'Supply Chain Manager', 'department': 'Operations', 'sector': 'Aerospace & Defense', 'start_date': '2006-03-08', 'end_date': '2010-06-20', 'description': 'Ignorer hôtel odeur subir conduire forêt naturel danser.', 'location': 'Illizi', 'achievements': 'Fermer transformer colon.', 'responsibilities': 'optimize strategic e-markets, engineer sticky models'}]"
Thérèse,البغدادي,Female,1993-10-30,31,thérèse.البغدادي@hotmail.com,+213839538193,"151, chemin Maury
95182 Saint David-les-Bains",Tiaret,Production Supervisor,Operations,Fisheries,Chief,9,Bac,Internship,Alternance,"Problem Solving, Arabic/French Bilingual, Communication, Team Leadership, Conflict Resolution, Presentation Skills, Project Management, Time Management, Negotiation","{'French': 'Basic', 'Tamazight': 'Intermediate'}",139000,168000,Recently employed,,{'facebook': 'facebook.com/thérèse.البغدادي.38'},"[{'degree': 'Bac', 'institution': 'National Polytechnic School of Algiers', 'field_of_study': 'éclairagiste', 'start_year': 2011, 'end_year': 2012, 'grade': 'Excellent'}]","[{'company': 'Lelièvre S.A.', 'job_title': 'Production Supervisor', 'department': 'Operations', 'sector': 'Fisheries', 'start_date': '2022-08-09', 'end_date': 'Present', 'description': 'Vouloir espace raconter atteindre humain il faux. Vieux ruine employer achever intérêt marche. Drame faux plonger étranger corps humain.', 'location': 'Aïn Témouchent', 'achievements': 'أفريقيا فقد عشوائية حاول قادة بالرّغم والحزب. لإعادة بالمطالبة مسؤولية التاريخ ارتكبها هذا فقد.', 'responsibilities': 'streamline out-of-the-box architectures, benchmark ubiquitous niches, implement seamless markets'}, {'company': 'Vaillant', 'job_title': 'General Director', 'department': 'FinTech Innovation', 'sector': 'Banking & Finance', 'start_date': '2017-01-17', 'end_date': '2021-09-23', 'description': 'Choix tout apercevoir commencement reste en. Fait place remettre noire.', 'location': 'Constantine', 'achievements': 'Lourd plonger couvrir eau soleil décider.', 'responsibilities': 'generate seamless users, visualize open-source platforms'}, {'company': 'الكالوتي Ltd', 'job_title': 'Supply Chain Manager', 'department': 'Operations', 'sector': 'Tourism & Hospitality', 'start_date': '2015-09-07', 'end_date': '2016-03-28', 'description': 'Dès ne nez or grand marcher. Avoir y patron après chaud.', 'location': 'Algiers', 'achievements': 'Pont supposer content regarder un dimanche moment.', 'responsibilities': 'whiteboard magnetic users, transform enterprise infrastructures'}]"
Astrid,Lebon,Male,1977-09-08,47,astrid.lebon@club-internet.fr,+213632226021,"677 عبد الرّشيد Crescent
East محسن, MD 02675",Saïda,Project Manager,General Management,Aerospace & Defense,Lead,25,Bac,Freelance,Stage,"Time Management, Arabic/French Bilingual, Team Leadership, Report Writing, Problem Solving, Microsoft Office, Adaptability, Critical Thinking, Strategic Planning, Project Management, Negotiation, Teamwork","{'Spanish': 'Native', 'Arabic': 'Basic', 'French': 'Basic'}",129000,151000,Not looking,,{'linkedin': 'linkedin.com/in/astrid-lebon-860'},"[{'degree': 'Bac', 'institution': 'University of Constantine', 'field_of_study': 'مؤلف', 'start_year': 1995, 'end_year': 1996, 'grade': 'Very Good'}]","[{'company': 'Navarro', 'job_title': 'Project Manager', 'department': 'General Management', 'sector': 'Aerospace & Defense', 'start_date': '2017-03-17', 'end_date': 'Present', 'description': 'حين بلاده ببحشد المواد الوزراء. بقسوة تشكيل للسيطرة بولندا.', 'location': 'Ouargla', 'achievements': 'Vivre franchir faire.', 'responsibilities': 'engage magnetic ROI, whiteboard best-of-breed applications, unleash value-added architectures'}, {'company': 'بنو هاشم and Sons', 'job_title': 'Logistics Coordinator', 'department': 'Operations', 'sector': 'Mining', 'start_date': '2013-01-06', 'end_date': '2016-09-06', 'description': 'Course reposer intérêt soldat mieux pas.', 'location': 'Tizi Ouzou', 'achievements': 'Valeur annoncer dormir plante second public autre.', 'responsibilities': 'exploit killer platforms, incentivize back-end relationships'}, {'company': 'Pascal et Fils', 'job_title': 'Project Manager', 'department': 'General Management', 'sector': 'Manufacturing', 'start_date': '2011-03-20', 'end_date': '2012-04-11', 'description': 'فهرست مسؤولية عن مكن لغات الثانية. واشتدّت معزّزة لغات أحدث تنفّس الباهضة جزيرتي بحق.', 'location': 'Ghardaïa', 'achievements': 'Son y engager.', 'responsibilities': 'revolutionize bleeding-edge applications, implement user-centric e-services'}, {'company': 'Bigot', 'job_title': 'Operations Manager', 'department': 'General Management', 'sector': 'Renewable Energy', 'start_date': '2006-10-26', 'end_date': '2010-12-23', 'description': 'ارتكبها شمال في بينما أحكم الى. غرّة إيو العاصمة مكثّفة اتّجة.', 'location': 'Naama', 'achievements': 'بداية تصرّف مدن بعلى.', 'responsibilities': 'transition interactive applications, repurpose clicks-and-mortar e-markets'}, {'company': 'الامام, عكاوي and السادة', 'job_title': 'General Director', 'department': 'Higher Education', 'sector': 'Education', 'start_date': '2002-10-24', 'end_date': '2005-10-12', 'description': 'إيطاليا يذكر تلك بكلا الحكم الخارجية مدينة.', 'location': 'El Oued', 'achievements': 'Droit par là achever retrouver sien déjà.', 'responsibilities': 'architect integrated interfaces, integrate virtual e-services'}, {'company': 'شتية Group', 'job_title': 'Project Manager', 'department': 'Sustainable Farming', 'sector': 'Agriculture', 'start_date': '1999-11-08', 'end_date': '2001-01-01', 'description': 'Preuve bon inventer couvrir bout vaincre transformer. Goutte expliquer situation.', 'location': 'Laghouat', 'achievements': 'Chasser habitude attaquer frais combien parfois ramasser dernier.', 'responsibilities': 'seize vertical e-services, enable visionary e-business'}]"
Anastasie,بعلبكي,Male,2000-01-12,25,anastasie.بعلبكي@gmail.com,+213435874170,"788 نافذ Prairie
قحطانshire, PR 25423",Skikda,Administrative Manager,General Management,Renewable Energy,Junior,3,Bac,Freelance,CDI,"Arabic/French Bilingual, Critical Thinking, Conflict Resolution, Strategic Planning, Teamwork, Problem Solving","{'Arabic': 'Basic', 'French': 'Intermediate'}",63000,74000,Actively looking,2025-07-15,{},"[{'degree': 'Bac', 'institution': 'University of Blida', 'field_of_study': 'inspecteur de banque', 'start_year': 2017, 'end_year': 2018, 'grade': 'Excellent'}]","[{'company': 'Perez S.A.', 'job_title': 'Administrative Manager', 'department': 'General Management', 'sector': 'Renewable Energy', 'start_date': '2024-10-05', 'end_date': 'Present', 'description': 'Joue pousser point. Arrêter eaux causer sentir. Fin société réduire prévoir envoyer saluer.', 'location': 'Blida', 'achievements': 'Surtout honneur ton avec immense terre fort. Tout cinq embrasser essuyer cours enlever.', 'responsibilities': 'expedite impactful eyeballs, enable one-to-one functionalities, whiteboard one-to-one interfaces'}]"
Astrid,البامية,Male,2002-12-27,22,astrid.البامية@free.fr,+213771836055,"Unit 6995 Box 0017
DPO AP 94294",Timimoun,Project Manager,Agronomy Research,Agriculture,Lead,0,Master,Internship,Freelance,"Presentation Skills, Team Leadership, Teamwork, Conflict Resolution, Arabic/French Bilingual","{'French': 'Basic', 'Tamazight': 'Intermediate', 'English': 'Basic'}",203000,238000,Actively looking,2025-06-24,{'facebook': 'facebook.com/astrid.البامية.31'},"[{'degree': 'Master', 'institution': 'University of Oran', 'field_of_study': 'façadier', 'start_year': 2024, 'end_year': 2026, 'grade': 'Average'}, {'degree': 'Bac', 'institution': 'Lelièvre High School', 'field_study': 'Mathematics', 'start_year': 2018, 'end_year': 2021, 'grade': 'Good'}]","[{'company': 'الجاعوني LLC', 'job_title': 'Project Manager', 'department': 'Agronomy Research', 'sector': 'Agriculture', 'start_date': '2024-06-02', 'end_date': 'Present', 'description': 'Sérieux dent âme libre corde jouer. Du tu chair falloir.', 'location': 'Batna', 'achievements': 'أمام ببلا الإنزال بقعة مسؤولية حاملات ليركز. القادة الحكم قتيل ذلك الإيطالية الواقعة تنفّس بأم.', 'responsibilities': 'syndicate rich relationships, morph leading-edge networks, implement compelling portals'}]"
