first_name,gender,birth_date,age,email,phone,address,city,current_job_title,department,sector,seniority_level,years_experience,highest_education,employment_type,contract_type,technical_skills,language_proficiency,current_salary_dzd,job_seeking_status,availability_date,social_media,education_history,work_history
كنار,Female,1997-01-19,28,كنار@free.fr,+213516813835,"7, boulevard de Paris
76242 Lambert-sur-Merle",Timimoun,Project Manager,General Management,Manufacturing,Lead,6,Ingénieur d'État,Internship,CDI,"Critical Thinking, Strategic Planning, Time Management, Negotiation, Arabic/French Bilingual, Problem Solving, Microsoft Office, Conflict Resolution","{'Arabic': 'Intermediate', 'German': 'Native'}",150000,Recently employed,,{'linkedin': 'linkedin.com/in/كنار-403'},"[{'degree': ""Ingénieur d'État"", 'institution': 'University of Tizi Ouzou', 'field_of_study': 'sculpteur sur bois', 'start_year': 2017, 'end_year': 2020, 'grade': 'Average'}, {'degree': 'Bac', 'institution': 'Garnier High School', 'field_study': 'Literature', 'start_year': 2012, 'end_year': 2015, 'grade': 'Very Good'}]","[{'company': 'Colas Benard S.A.S.', 'job_title': 'Project Manager', 'department': 'General Management', 'sector': 'Manufacturing', 'start_date': '2023-08-19', 'end_date': 'Present', 'location': 'Batna', 'responsibilities': 'strategize clicks-and-mortar niches, aggregate distributed channels, target revolutionary platforms'}]"
دؤوب,Female,1990-05-13,34,دؤوب@free.fr,+213899484316,"17, avenue Hortense Delmas
31821 Andre",Naama,Facilities Manager,Operations,E-Commerce,Senior,12,Bac,Full-Time,CDI,"Critical Thinking, Presentation Skills, Teamwork, Arabic/French Bilingual, Negotiation, Strategic Planning, Project Management, Team Leadership, Communication, Time Management, Report Writing","{'French': 'Fluent', 'Arabic': 'Fluent', 'Spanish': 'Intermediate', 'German': 'Native'}",76000,Actively looking,2025-05-09,{},"[{'degree': 'Bac', 'institution': 'University of Science and Technology Houari Boumediene', 'field_of_study': 'prototypiste en matériaux souples', 'start_year': 2008, 'end_year': 2009, 'grade': 'Very Good'}]","[{'company': 'Vasseur Peltier SA', 'job_title': 'Facilities Manager', 'department': 'Operations', 'sector': 'E-Commerce', 'start_date': '2017-03-26', 'end_date': 'Present', 'location': 'Illizi', 'responsibilities': 'exploit one-to-one relationships, incubate efficient initiatives, envisioneer transparent metrics'}, {'company': 'Gomez Gonzalez SA', 'job_title': 'Team Leader', 'department': 'General Management', 'sector': 'E-Commerce', 'start_date': '2012-06-24', 'end_date': '2016-05-19', 'location': 'Saïda', 'responsibilities': 'benchmark ubiquitous action-items, cultivate global communities'}]"
مَسعد,Male,1978-11-05,46,مَسعد@voila.fr,+213595550911,"9, chemin Rolland
13667 Philippeboeuf",Oran,Android Developer,Mobile Development,Information Technology,Junior,18,Doctorat,Freelance,Stage,"Problem Solving, Arabic/French Bilingual, Strategic Planning, Critical Thinking, Team Leadership, Report Writing, Presentation Skills, Microsoft Office, Negotiation, Time Management, Teamwork, Conflict Resolution","{'Tamazight': 'Basic', 'English': 'Intermediate', 'French': 'Fluent', 'German': 'Fluent'}",102000,Open to offers,2025-06-20,{'linkedin': 'linkedin.com/in/مَسعد-604'},"[{'degree': 'Doctorat', 'institution': 'University of Science and Technology Houari Boumediene', 'field_of_study': 'neurobiologiste', 'start_year': 2002, 'end_year': 2007, 'grade': 'Excellent'}, {'degree': 'Bac', 'institution': 'Renard High School', 'field_study': 'Mathematics', 'start_year': 1994, 'end_year': 1997, 'grade': 'Average'}]","[{'company': 'Didier', 'job_title': 'Android Developer', 'department': 'Mobile Development', 'sector': 'Information Technology', 'start_date': '2020-04-07', 'end_date': 'Present', 'location': 'Adrar', 'responsibilities': 'reinvent interactive e-markets, cultivate magnetic e-markets, productize interactive e-services'}, {'company': 'Bigot', 'job_title': 'Cloud Architect', 'department': 'Cloud Infrastructure', 'sector': 'Information Technology', 'start_date': '2018-10-02', 'end_date': '2019-10-28', 'location': 'Timimoun', 'responsibilities': 'benchmark user-centric e-services, scale viral methodologies'}, {'company': 'Fernandes Toussaint SARL', 'job_title': 'Department Director', 'department': 'General Management', 'sector': 'Fisheries', 'start_date': '2016-11-18', 'end_date': '2017-11-14', 'location': 'Skikda', 'responsibilities': 'drive e-business supply-chains, target wireless channels'}, {'company': 'Jacob', 'job_title': 'Department Director', 'department': 'Research & Development', 'sector': 'Education', 'start_date': '2011-11-12', 'end_date': '2015-08-23', 'location': 'Tizi Ouzou', 'responsibilities': 'iterate virtual mindshare, drive next-generation e-services'}, {'company': 'Diallo Delmas S.A.R.L.', 'job_title': 'Supply Chain Manager', 'department': 'Operations', 'sector': 'Aerospace & Defense', 'start_date': '2006-06-18', 'end_date': '2010-05-04', 'location': 'Naama', 'responsibilities': 'utilize bleeding-edge portals, deploy open-source solutions'}, {'company': 'Gallet S.A.R.L.', 'job_title': 'Wellsite Manager', 'department': 'Drilling Operations', 'sector': 'Energy & Petroleum', 'start_date': '2004-01-27', 'end_date': '2005-11-20', 'location': 'Sétif', 'responsibilities': 'innovate value-added supply-chains, cultivate world-class vortals'}]"
ليساء,Male,1992-09-27,32,ليساء@gmail.com,+213915824649,"592, avenue de Boulanger
14832 Potier",Ghardaïa,Production Supervisor,Operations,Tourism & Hospitality,Mid,8,Master,Full-Time,CDI,"Strategic Planning, Problem Solving, Presentation Skills, Report Writing, Negotiation, Teamwork, Adaptability, Time Management, Microsoft Office","{'Arabic': 'Fluent', 'Spanish': 'Basic', 'English': 'Basic', 'German': 'Basic'}",104000,Open to offers,2025-06-15,{'facebook': 'facebook.com/ليساء.95'},"[{'degree': 'Master', 'institution': 'University of Tiaret', 'field_of_study': 'technicien démonstrateur démonstratrice en matériel agricole', 'start_year': 2014, 'end_year': 2016, 'grade': 'Good'}, {'degree': 'Bac', 'institution': 'Marion High School', 'field_study': 'Mathematics', 'start_year': 2008, 'end_year': 2011, 'grade': 'Excellent'}]","[{'company': 'Weiss', 'job_title': 'Production Supervisor', 'department': 'Operations', 'sector': 'Tourism & Hospitality', 'start_date': '2023-12-27', 'end_date': 'Present', 'location': 'Biskra', 'responsibilities': 'harness magnetic e-commerce, transform world-class platforms, incentivize enterprise functionalities'}, {'company': 'Thierry Delannoy et Fils', 'job_title': 'Operations Manager', 'department': 'Operations', 'sector': 'Tourism & Hospitality', 'start_date': '2019-08-11', 'end_date': '2022-09-21', 'location': 'Tindouf', 'responsibilities': 'incubate 24/7 methodologies, leverage rich solutions'}, {'company': 'Lesage S.A.', 'job_title': 'Operations Manager', 'department': 'General Management', 'sector': 'Manufacturing', 'start_date': '2015-01-24', 'end_date': '2018-08-04', 'location': 'Saïda', 'responsibilities': 'reinvent revolutionary e-markets, deliver 24/7 e-commerce'}]"
طاهر,Female,1970-04-19,55,طاهر@ifrance.com,+213856146048,"67, boulevard de Daniel
31757 Laine",Aïn Témouchent,Project Manager,Medical Equipment Maintenance,Healthcare,Chief,31,Master,Part-Time,Stage,"Project Management, Negotiation, Team Leadership, Adaptability, Critical Thinking, Report Writing, Strategic Planning, Presentation Skills, Problem Solving, Microsoft Office, Communication, Time Management","{'Tamazight': 'Basic', 'English': 'Fluent'}",165000,Recently employed,,"{'linkedin': 'linkedin.com/in/طاهر-865', 'facebook': 'facebook.com/طاهر.41', 'twitter': 'twitter.com/طاهر913'}","[{'degree': 'Master', 'institution': 'University of Djelfa', 'field_of_study': 'responsable de la collecte des déchets ménagers', 'start_year': 1991, 'end_year': 1993, 'grade': 'Very Good'}, {'degree': 'Bac', 'institution': 'Grenier Perez S.A. High School', 'field_study': 'Literature', 'start_year': 1985, 'end_year': 1988, 'grade': 'Average'}]","[{'company': 'Vidal S.A.S.', 'job_title': 'Project Manager', 'department': 'Medical Equipment Maintenance', 'sector': 'Healthcare', 'start_date': '2008-03-04', 'end_date': 'Present', 'location': 'Tébessa', 'responsibilities': 'monetize wireless initiatives, enable open-source infrastructures, productize out-of-the-box users'}, {'company': 'Chauvet', 'job_title': 'Team Leader', 'department': 'General Management', 'sector': 'Aerospace & Defense', 'start_date': '2003-08-26', 'end_date': '2007-06-06', 'location': 'Ghardaïa', 'responsibilities': 'drive impactful metrics, monetize synergistic metrics'}, {'company': 'Bonnet', 'job_title': 'Operations Manager', 'department': 'Pediatric Care', 'sector': 'Healthcare', 'start_date': '2001-04-28', 'end_date': '2002-03-04', 'location': 'Annaba', 'responsibilities': 'evolve real-time mindshare, exploit holistic action-items'}, {'company': 'Leroux Ledoux S.A.', 'job_title': 'Project Manager', 'department': 'General Management', 'sector': 'Manufacturing', 'start_date': '1999-09-04', 'end_date': '2000-11-06', 'location': 'Tizi Ouzou', 'responsibilities': 'benchmark transparent e-tailers, empower end-to-end e-markets'}, {'company': 'Guyot', 'job_title': 'Logistics Coordinator', 'department': 'Operations', 'sector': 'Retail', 'start_date': '1994-09-20', 'end_date': '1998-12-15', 'location': 'Tlemcen', 'responsibilities': 'transition user-centric models, deliver 24/7 e-services'}, {'company': 'Merle S.A.', 'job_title': 'Operations Manager', 'department': 'General Management', 'sector': 'Manufacturing', 'start_date': '1990-07-07', 'end_date': '1993-12-18', 'location': 'Constantine', 'responsibilities': 'scale enterprise e-business, target proactive e-commerce'}]"
عذب,Male,1996-10-15,28,عذب@hotmail.fr,+213652643915,"19, chemin de Ollivier
54208 Gaillard",Tébessa,Logistics Coordinator,Operations,Media & Entertainment,Senior,4,Master,Internship,Stage,"Time Management, Problem Solving, Team Leadership, Arabic/French Bilingual, Presentation Skills, Project Management, Microsoft Office","{'Tamazight': 'Fluent', 'German': 'Fluent', 'Arabic': 'Native', 'Spanish': 'Native'}",118000,Open to offers,2025-06-13,{},"[{'degree': 'Master', 'institution': 'University of Blida', 'field_of_study': 'administrateur territorial', 'start_year': 2018, 'end_year': 2020, 'grade': 'Good'}, {'degree': 'Bac', 'institution': 'Royer High School', 'field_study': 'Mathematics', 'start_year': 2012, 'end_year': 2015, 'grade': 'Excellent'}]","[{'company': 'Arnaud et Fils', 'job_title': 'Logistics Coordinator', 'department': 'Operations', 'sector': 'Media & Entertainment', 'start_date': '2024-04-03', 'end_date': 'Present', 'location': 'Oran', 'responsibilities': 'aggregate B2B schemas, cultivate robust methodologies, optimize sticky mindshare'}, {'company': 'Benoit S.A.R.L.', 'job_title': 'General Director', 'department': 'Export Operations', 'sector': 'Agriculture', 'start_date': '2020-09-18', 'end_date': '2023-02-08', 'location': 'Chlef', 'responsibilities': 'morph dot-com portals, repurpose real-time deliverables'}]"
علاء,Female,1985-09-05,39,علاء@live.com,+213087716993,"1, boulevard Verdier
17369 GuérinBourg",Béchar,Operations Manager,Islamic Finance,Banking & Finance,Lead,17,Bac,Contract,CDI,"Sharia Compliance, Project Management, Problem Solving, Murabaha Transactions, Presentation Skills, Negotiation, Takaful Operations, Sukuk Structuring, Critical Thinking, Communication, Time Management, Report Writing","{'English': 'Intermediate', 'German': 'Basic', 'French': 'Native', 'Tamazight': 'Native'}",89000,Actively looking,2025-05-31,"{'linkedin': 'linkedin.com/in/علاء-736', 'facebook': 'facebook.com/علاء.82'}","[{'degree': 'Bac', 'institution': 'University of Batna', 'field_of_study': 'gestionnaire actif/passif', 'start_year': 2003, 'end_year': 2004, 'grade': 'Excellent'}]","[{'company': 'Rodriguez Ferrand et Fils', 'job_title': 'Operations Manager', 'department': 'Islamic Finance', 'sector': 'Banking & Finance', 'start_date': '2019-02-08', 'end_date': 'Present', 'location': 'Constantine', 'responsibilities': 'whiteboard transparent e-services, cultivate e-business networks, optimize world-class channels'}, {'company': 'Baudry Jacques SARL', 'job_title': 'Project Manager', 'department': 'General Management', 'sector': 'Mining', 'start_date': '2016-08-17', 'end_date': '2018-04-08', 'location': 'Biskra', 'responsibilities': 'target 24/365 eyeballs, aggregate integrated communities'}, {'company': 'Gaillard', 'job_title': 'General Director', 'department': 'Retail Banking', 'sector': 'Banking & Finance', 'start_date': '2012-10-18', 'end_date': '2015-03-22', 'location': 'Tlemcen', 'responsibilities': 'matrix customized channels, expedite vertical partnerships'}, {'company': 'Dumont Fleury et Fils', 'job_title': 'Project Manager', 'department': 'General Management', 'sector': 'E-Commerce', 'start_date': '2007-03-21', 'end_date': '2011-08-19', 'location': 'Jijel', 'responsibilities': 'redefine efficient ROI, disintermediate customized web services'}, {'company': 'Lambert S.A.R.L.', 'job_title': 'Team Leader', 'department': 'General Management', 'sector': 'Manufacturing', 'start_date': '2004-04-28', 'end_date': '2006-05-07', 'location': 'Chlef', 'responsibilities': 'morph next-generation experiences, strategize wireless methodologies'}]"
داوود,Male,1991-10-21,33,داوود@bouygtel.fr,+213786765353,"10, chemin Valentin
28151 Charpentier",Béjaïa,Operations Manager,General Management,E-Commerce,Lead,11,Bac,Internship,Freelance,"Time Management, Project Management, Negotiation, Report Writing, Arabic/French Bilingual, Conflict Resolution, Presentation Skills, Teamwork, Microsoft Office, Team Leadership","{'French': 'Native', 'English': 'Native', 'German': 'Intermediate', 'Arabic': 'Fluent'}",78000,Open to offers,2025-05-30,"{'linkedin': 'linkedin.com/in/داوود-432', 'facebook': 'facebook.com/داوود.79'}","[{'degree': 'Bac', 'institution': 'University of Tlemcen', 'field_of_study': 'ingénieur efficacité énergétique du bâtiment', 'start_year': 2009, 'end_year': 2010, 'grade': 'Excellent'}]","[{'company': 'Paris SA', 'job_title': 'Operations Manager', 'department': 'General Management', 'sector': 'E-Commerce', 'start_date': '2024-08-08', 'end_date': 'Present', 'location': 'Skikda', 'responsibilities': 'repurpose innovative technologies, aggregate front-end applications, implement strategic mindshare'}, {'company': 'Delaunay', 'job_title': 'General Director', 'department': 'General Management', 'sector': 'Media & Entertainment', 'start_date': '2022-02-02', 'end_date': '2023-01-28', 'location': 'Oran', 'responsibilities': 'synergize out-of-the-box experiences, incentivize scalable vortals'}, {'company': 'Rodrigues Hervé S.A.S.', 'job_title': 'Department Director', 'department': 'General Management', 'sector': 'Mining', 'start_date': '2019-07-12', 'end_date': '2021-04-13', 'location': 'Tizi Ouzou', 'responsibilities': 'disintermediate global synergies, extend killer initiatives'}, {'company': 'Ramos', 'job_title': 'General Director', 'department': 'General Management', 'sector': 'Pharmaceuticals', 'start_date': '2014-06-01', 'end_date': '2018-03-23', 'location': 'Béchar', 'responsibilities': 'iterate efficient solutions, re-contextualize ubiquitous relationships'}, {'company': 'Humbert', 'job_title': 'Supply Chain Manager', 'department': 'Operations', 'sector': 'Tourism & Hospitality', 'start_date': '2012-12-06', 'end_date': '2013-05-24', 'location': 'Annaba', 'responsibilities': 'leverage holistic metrics, maximize 24/7 web services'}, {'company': 'Klein Meyer SA', 'job_title': 'DevOps Engineer', 'department': 'Software Development', 'sector': 'Information Technology', 'start_date': '2009-07-11', 'end_date': '2011-09-08', 'location': 'El Tarf', 'responsibilities': 'aggregate dot-com e-markets, extend seamless synergies'}]"
هيام,Female,1979-09-03,45,هيام@yahoo.fr,+213514981308,"35, boulevard Margaud Masson
13898 BruneauVille",In Salah,Operations Manager,Operations,Public Sector,Junior,17,Doctorat,Internship,Alternance,"Adaptability, Strategic Planning, Report Writing, Communication, Negotiation, Arabic/French Bilingual, Microsoft Office, Critical Thinking, Time Management, Conflict Resolution, Problem Solving, Team Leadership","{'French': 'Intermediate', 'English': 'Fluent', 'German': 'Basic'}",113000,Actively looking,2025-05-05,{'linkedin': 'linkedin.com/in/هيام-705'},"[{'degree': 'Doctorat', 'institution': 'University of Boumerdes', 'field_of_study': 'syndic de copropriété', 'start_year': 2003, 'end_year': 2008, 'grade': 'Average'}, {'degree': 'Bac', 'institution': 'Lefort High School', 'field_study': 'Literature', 'start_year': 1995, 'end_year': 1998, 'grade': 'Average'}]","[{'company': 'Peron Hervé SARL', 'job_title': 'Operations Manager', 'department': 'Operations', 'sector': 'Public Sector', 'start_date': '2019-08-07', 'end_date': 'Present', 'location': 'Mostaganem', 'responsibilities': 'empower dynamic vortals, facilitate magnetic deliverables, maximize viral methodologies'}, {'company': 'Baudry S.A.S.', 'job_title': 'Operations Manager', 'department': 'General Management', 'sector': 'Telecommunications', 'start_date': '2015-05-02', 'end_date': '2018-10-25', 'location': 'Ghardaïa', 'responsibilities': 'exploit strategic markets, envisioneer strategic content'}]"
فخري,Male,2001-02-25,24,فخري@laposte.net,+213697507975,"56, avenue de Torres
16809 Saint Zoé",Jijel,Reservoir Engineer,Exploration & Production,Energy & Petroleum,Mid,2,Bac,Part-Time,Freelance,"Well Logging, Project Management, Reservoir Simulation, Strategic Planning, Geological Modeling, Adaptability","{'German': 'Native', 'French': 'Native'}",40000,Recently employed,,"{'linkedin': 'linkedin.com/in/فخري-613', 'facebook': 'facebook.com/فخري.57'}","[{'degree': 'Bac', 'institution': 'University of Constantine', 'field_of_study': 'data manager', 'start_year': 2018, 'end_year': 2019, 'grade': 'Average'}]","[{'company': 'Godard Robert SARL', 'job_title': 'Reservoir Engineer', 'department': 'Exploration & Production', 'sector': 'Energy & Petroleum', 'start_date': '2024-10-16', 'end_date': 'Present', 'location': 'Ouargla', 'responsibilities': 'synergize distributed e-business, integrate transparent content, productize best-of-breed solutions'}]"
هدى,Female,2000-08-19,24,هدى@tele2.fr,+213101347181,"84, boulevard Gaudin
95116 Renard",Mostaganem,Administrative Manager,General Management,Retail,Chief,2,Bac,Contract,Alternance,"Teamwork, Critical Thinking, Project Management, Time Management, Report Writing, Presentation Skills","{'French': 'Native', 'German': 'Fluent', 'Arabic': 'Fluent', 'Spanish': 'Basic'}",51000,Recently employed,,{'linkedin': 'linkedin.com/in/هدى-931'},"[{'degree': 'Bac', 'institution': 'University of Djelfa', 'field_of_study': ""chargé d'affaires en génie climatique"", 'start_year': 2018, 'end_year': 2019, 'grade': 'Good'}]","[{'company': 'Julien', 'job_title': 'Administrative Manager', 'department': 'General Management', 'sector': 'Retail', 'start_date': '2024-08-21', 'end_date': 'Present', 'location': 'Illizi', 'responsibilities': 'productize leading-edge methodologies, embrace visionary systems, re-intermediate plug-and-play content'}]"
مؤمن,Female,1989-12-14,35,مؤمن@yahoo.fr,+213452003356,"99, chemin de Lemaître
33956 Martineaudan",Tébessa,Directional Driller,Drilling Operations,Energy & Petroleum,Senior,13,Licence,Part-Time,CDD,"Adaptability, Teamwork, Presentation Skills, Critical Thinking, Negotiation, Time Management, Report Writing, Conflict Resolution, Team Leadership, Arabic/French Bilingual, Problem Solving","{'Arabic': 'Intermediate', 'French': 'Fluent'}",95000,Not looking,,"{'linkedin': 'linkedin.com/in/مؤمن-262', 'facebook': 'facebook.com/مؤمن.53'}","[{'degree': 'Licence', 'institution': 'University of Algiers', 'field_of_study': 'chef de projet sites et sols pollués', 'start_year': 2008, 'end_year': 2011, 'grade': 'Very Good'}, {'degree': 'Bac', 'institution': 'Jacquet S.A.S. High School', 'field_study': 'Technical', 'start_year': 2005, 'end_year': 2008, 'grade': 'Excellent'}]","[{'company': 'Hubert', 'job_title': 'Directional Driller', 'department': 'Drilling Operations', 'sector': 'Energy & Petroleum', 'start_date': '2024-12-27', 'end_date': 'Present', 'location': 'Tindouf', 'responsibilities': 'synergize next-generation deliverables, disintermediate frictionless applications, iterate bleeding-edge content'}, {'company': 'Tessier SA', 'job_title': 'Administrative Manager', 'department': 'General Management', 'sector': 'Retail', 'start_date': '2020-08-09', 'end_date': '2023-08-21', 'location': 'Ouargla', 'responsibilities': 'matrix seamless action-items, engineer end-to-end communities'}, {'company': 'Thierry', 'job_title': 'Supply Chain Manager', 'department': 'Operations', 'sector': 'Mining', 'start_date': '2015-08-05', 'end_date': '2019-04-11', 'location': 'Laghouat', 'responsibilities': 'deploy granular platforms, benchmark efficient e-markets'}, {'company': 'Michel', 'job_title': 'General Director', 'department': 'Retail Banking', 'sector': 'Banking & Finance', 'start_date': '2013-04-15', 'end_date': '2014-07-16', 'location': 'Algiers', 'responsibilities': 'scale web-enabled markets, drive proactive convergence'}, {'company': 'Hardy', 'job_title': 'General Director', 'department': 'General Management', 'sector': 'Renewable Energy', 'start_date': '2010-05-13', 'end_date': '2012-09-14', 'location': 'Oran', 'responsibilities': 'facilitate web-enabled e-services, streamline seamless eyeballs'}, {'company': 'Pinto Mahe S.A.S.', 'job_title': 'Administrative Manager', 'department': 'Hospital Administration', 'sector': 'Healthcare', 'start_date': '2008-02-11', 'end_date': '2009-10-08', 'location': 'Constantine', 'responsibilities': 're-contextualize out-of-the-box bandwidth, generate integrated initiatives'}]"
حلا,Male,1989-05-31,35,حلا@ifrance.com,+213008095421,"817, chemin de Maillot
35689 Saint Sébastien",Biskra,Supply Chain Manager,Operations,Media & Entertainment,Lead,11,Master,Internship,CDD,"Report Writing, Project Management, Arabic/French Bilingual, Presentation Skills, Teamwork, Critical Thinking, Communication, Problem Solving, Microsoft Office, Team Leadership","{'French': 'Basic', 'Spanish': 'Basic', 'German': 'Intermediate', 'Tamazight': 'Native'}",144000,Recently employed,,{'facebook': 'facebook.com/حلا.95'},"[{'degree': 'Master', 'institution': 'University of Batna', 'field_of_study': 'pisteur secouriste', 'start_year': 2011, 'end_year': 2013, 'grade': 'Excellent'}, {'degree': 'Bac', 'institution': 'Nicolas High School', 'field_study': 'Technical', 'start_year': 2005, 'end_year': 2008, 'grade': 'Average'}]","[{'company': 'Collet', 'job_title': 'Supply Chain Manager', 'department': 'Operations', 'sector': 'Media & Entertainment', 'start_date': '2018-11-19', 'end_date': 'Present', 'location': 'Djanet', 'responsibilities': 'transform value-added mindshare, e-enable web-enabled e-tailers, integrate value-added interfaces'}, {'company': 'Coulon S.A.S.', 'job_title': 'Production Supervisor', 'department': 'Operations', 'sector': 'Telecommunications', 'start_date': '2016-09-16', 'end_date': '2017-03-01', 'location': 'Constantine', 'responsibilities': 'transition user-centric bandwidth, extend next-generation partnerships'}, {'company': 'Le Roux S.A.R.L.', 'job_title': 'Project Manager', 'department': 'Irrigation Technology', 'sector': 'Agriculture', 'start_date': '2013-10-10', 'end_date': '2015-11-24', 'location': 'Tébessa', 'responsibilities': 're-intermediate synergistic partnerships, repurpose intuitive e-services'}]"
يانع,Female,1983-03-03,42,يانع@free.fr,+213355190912,"7, rue Astrid Samson
77959 CostaBourg",Aïn Témouchent,General Director,General Management,Renewable Energy,Chief,18,Master,Contract,Alternance,"Microsoft Office, Negotiation, Time Management, Team Leadership, Arabic/French Bilingual, Communication, Teamwork, Presentation Skills, Adaptability, Report Writing, Critical Thinking, Problem Solving","{'Arabic': 'Native', 'English': 'Intermediate', 'French': 'Fluent'}",142000,Actively looking,2025-05-17,{'linkedin': 'linkedin.com/in/يانع-964'},"[{'degree': 'Master', 'institution': 'University of El Oued', 'field_of_study': ""agent de propreté et d'hygiène"", 'start_year': 2004, 'end_year': 2006, 'grade': 'Very Good'}, {'degree': 'Bac', 'institution': 'Buisson S.A. High School', 'field_study': 'Science', 'start_year': 1998, 'end_year': 2001, 'grade': 'Average'}]","[{'company': 'Marin', 'job_title': 'General Director', 'department': 'General Management', 'sector': 'Renewable Energy', 'start_date': '2020-06-24', 'end_date': 'Present', 'location': 'In Salah', 'responsibilities': 'transform dot-com supply-chains, brand integrated relationships, re-contextualize bricks-and-clicks partnerships'}]"
مصعب,Female,1973-10-08,51,مصعب@orange.fr,+213084980652,"61, rue de Bègue
85936 CordierBourg",Aïn Témouchent,Supply Chain Manager,Operations,Aerospace & Defense,Lead,29,Bac,Part-Time,CDI,"Negotiation, Critical Thinking, Time Management, Conflict Resolution, Project Management, Strategic Planning, Microsoft Office, Adaptability, Arabic/French Bilingual, Report Writing, Teamwork, Communication","{'German': 'Native', 'French': 'Fluent', 'Arabic': 'Basic', 'Spanish': 'Fluent'}",89000,Actively looking,2025-07-16,{'facebook': 'facebook.com/مصعب.71'},"[{'degree': 'Bac', 'institution': 'University of Chlef', 'field_of_study': 'marchandiseur', 'start_year': 1991, 'end_year': 1992, 'grade': 'Very Good'}]","[{'company': 'De Sousa', 'job_title': 'Supply Chain Manager', 'department': 'Operations', 'sector': 'Aerospace & Defense', 'start_date': '2009-09-08', 'end_date': 'Present', 'location': 'Blida', 'responsibilities': 'utilize viral users, redefine vertical mindshare, re-contextualize enterprise bandwidth'}, {'company': 'Bègue', 'job_title': 'General Director', 'department': 'General Management', 'sector': 'Fisheries', 'start_date': '2005-09-27', 'end_date': '2008-03-03', 'location': 'Chlef', 'responsibilities': 'incubate B2C markets, redefine proactive networks'}, {'company': 'Navarro', 'job_title': 'Operations Manager', 'department': 'Operations', 'sector': 'Construction', 'start_date': '2002-03-11', 'end_date': '2004-07-24', 'location': 'Ghardaïa', 'responsibilities': 'disintermediate ubiquitous paradigms, enhance end-to-end systems'}, {'company': 'Jean', 'job_title': 'General Director', 'department': 'General Management', 'sector': 'Transport & Logistics', 'start_date': '1998-12-10', 'end_date': '2001-11-18', 'location': 'Illizi', 'responsibilities': 'embrace leading-edge niches, innovate customized eyeballs'}]"
ميرا,Female,1970-06-21,54,ميرا@orange.fr,+213324174692,"8, boulevard Georges Adam
30583 Barbe",Tiaret,Team Leader,Agronomy Research,Agriculture,Senior,26,Doctorat,Freelance,Stage,"Microsoft Office, Report Writing, Adaptability, Negotiation, Communication, Arabic/French Bilingual, Conflict Resolution, Project Management, Time Management, Problem Solving, Teamwork, Team Leadership","{'French': 'Intermediate', 'English': 'Native', 'Arabic': 'Fluent'}",165000,Recently employed,,{'twitter': 'twitter.com/ميرا612'},"[{'degree': 'Doctorat', 'institution': 'University of Biskra', 'field_of_study': 'médiateur scientifique', 'start_year': 1994, 'end_year': 1999, 'grade': 'Good'}, {'degree': 'Bac', 'institution': 'Benard High School', 'field_study': 'Mathematics', 'start_year': 1986, 'end_year': 1989, 'grade': 'Good'}]","[{'company': 'Boulay SARL', 'job_title': 'Team Leader', 'department': 'Agronomy Research', 'sector': 'Agriculture', 'start_date': '2011-06-26', 'end_date': 'Present', 'location': 'Illizi', 'responsibilities': 'optimize innovative experiences, enable granular networks, strategize B2C vortals'}, {'company': 'Camus', 'job_title': 'Administrative Manager', 'department': 'General Management', 'sector': 'Retail', 'start_date': '2007-11-22', 'end_date': '2010-09-04', 'location': 'Chlef', 'responsibilities': 're-intermediate impactful initiatives, synergize magnetic e-markets'}, {'company': 'Roger Fernandes S.A.', 'job_title': 'Department Director', 'department': 'General Management', 'sector': 'Transport & Logistics', 'start_date': '2004-05-28', 'end_date': '2006-09-24', 'location': 'Djanet', 'responsibilities': 'repurpose scalable schemas, morph global mindshare'}, {'company': 'Legendre S.A.S.', 'job_title': 'Project Manager', 'department': 'General Management', 'sector': 'Mining', 'start_date': '2001-08-03', 'end_date': '2003-08-14', 'location': 'Mostaganem', 'responsibilities': 'extend killer eyeballs, iterate synergistic content'}, {'company': 'Dupré', 'job_title': 'Chemical Engineer', 'department': 'Refining & Processing', 'sector': 'Energy & Petroleum', 'start_date': '1997-04-18', 'end_date': '2000-04-15', 'location': 'Sétif', 'responsibilities': 'streamline dot-com platforms, expedite leading-edge technologies'}, {'company': 'Besson SARL', 'job_title': 'Administrative Manager', 'department': 'General Management', 'sector': 'E-Commerce', 'start_date': '1994-05-12', 'end_date': '1996-07-21', 'location': 'Béchar', 'responsibilities': 'repurpose one-to-one networks, re-contextualize cutting-edge interfaces'}]"
