first_name,gender,birth_date,age,email,phone,address,city,current_job_title,department,sector,seniority_level,years_experience,highest_education,employment_type,contract_type,technical_skills,language_proficiency,current_salary_dzd,job_seeking_status,availability_date,social_media,education_history,work_history
منصور,Female,1974-11-11,50,منصور@tiscali.fr,+213912297553,"76, rue Benoît Lecoq
74790 Guillondan",Annaba,Operations Supervisor,Pipeline Management,Energy & Petroleum,Lead,26,Master,Freelance,Freelance,"Arabic/French Bilingual, Communication, Teamwork, Strategic Planning, Adaptability, Project Management, Report Writing, Presentation Skills, Negotiation, Team Leadership, Critical Thinking, Microsoft Office","{'English': 'Intermediate', 'French': 'Fluent', 'Tamazight': 'Fluent', 'Arabic': 'Native'}",166000,Actively looking,2025-07-02,{'linkedin': 'linkedin.com/in/منصور-790'},"[{'degree': 'Master', 'institution': 'University of Blida', 'field_of_study': 'consultant en validation', 'start_year': 1996, 'end_year': 1998, 'grade': 'Average'}, {'degree': 'Bac', 'institution': 'Da Costa et Fils High School', 'field_study': 'Science', 'start_year': 1990, 'end_year': 1993, 'grade': 'Good'}]","[{'company': 'Delaunay S.A.S.', 'job_title': 'Operations Supervisor', 'department': 'Pipeline Management', 'sector': 'Energy & Petroleum', 'start_date': '2006-02-01', 'end_date': 'Present', 'location': 'Béjaïa', 'responsibilities': 'strategize leading-edge deliverables, unleash bricks-and-clicks content, enable wireless solutions'}, {'company': 'Roger', 'job_title': 'Team Leader', 'department': 'General Management', 'sector': 'Pharmaceuticals', 'start_date': '2004-06-16', 'end_date': '2005-07-01', 'location': 'Aïn Témouchent', 'responsibilities': 'disintermediate extensible web-readiness, drive dynamic vortals'}, {'company': 'Guichard Bernard et Fils', 'job_title': 'Production Supervisor', 'department': 'Operations', 'sector': 'Manufacturing', 'start_date': '2002-02-04', 'end_date': '2003-11-03', 'location': 'Algiers', 'responsibilities': 'reinvent strategic communities, re-contextualize granular models'}, {'company': 'Vasseur', 'job_title': 'Team Leader', 'department': 'General Management', 'sector': 'Retail', 'start_date': '2000-07-05', 'end_date': '2001-09-06', 'location': 'Djanet', 'responsibilities': 'engineer cross-media web services, generate value-added web services'}, {'company': 'Pottier', 'job_title': 'Project Manager', 'department': 'General Management', 'sector': 'Renewable Energy', 'start_date': '1997-06-09', 'end_date': '1999-06-04', 'location': 'Djanet', 'responsibilities': 'unleash global paradigms, incentivize end-to-end applications'}, {'company': 'Labbé', 'job_title': 'Facilities Manager', 'department': 'Operations', 'sector': 'E-Commerce', 'start_date': '1994-11-26', 'end_date': '1996-01-22', 'location': 'Mostaganem', 'responsibilities': 'extend distributed markets, brand visionary infrastructures'}]"
بيلسان,Female,1991-09-02,33,بيلسان@live.com,+213856470373,"131, avenue René Philippe
01163 Le Goffdan",Béchar,Operations Manager,Operations,Construction,Mid,11,Bac,Freelance,Stage,"Communication, Problem Solving, Arabic/French Bilingual, Adaptability, Conflict Resolution, Teamwork, Report Writing, Microsoft Office, Project Management, Negotiation","{'English': 'Native', 'Spanish': 'Fluent', 'French': 'Fluent', 'Arabic': 'Intermediate'}",48000,Not looking,,{},"[{'degree': 'Bac', 'institution': 'University of Biskra', 'field_of_study': 'ingénieur forestier forestière', 'start_year': 2009, 'end_year': 2010, 'grade': 'Excellent'}]","[{'company': 'Renard Peron S.A.', 'job_title': 'Operations Manager', 'department': 'Operations', 'sector': 'Construction', 'start_date': '2019-10-16', 'end_date': 'Present', 'location': 'Skikda', 'responsibilities': 'morph transparent mindshare, generate customized experiences, cultivate visionary networks'}, {'company': 'Peltier', 'job_title': 'Administrative Manager', 'department': 'Export Operations', 'sector': 'Agriculture', 'start_date': '2014-06-08', 'end_date': '2018-10-28', 'location': 'Aïn Témouchent', 'responsibilities': 'unleash 24/7 communities, extend sticky infrastructures'}, {'company': 'Laroche', 'job_title': 'Operations Manager', 'department': 'General Management', 'sector': 'Pharmaceuticals', 'start_date': '2012-03-26', 'end_date': '2013-10-25', 'location': 'Aïn Témouchent', 'responsibilities': 'innovate open-source synergies, re-contextualize vertical applications'}]"
عبد الغفّار,Female,1993-01-13,32,عبد الغفّار@tiscali.fr,+213649815626,"rue de Gonzalez
87249 Rémydan",Tindouf,Administrative Manager,Investment Management,Banking & Finance,Lead,4,Doctorat,Internship,CDI,"Team Leadership, Strategic Planning, Project Management, Problem Solving, Negotiation, Teamwork, Conflict Resolution","{'Tamazight': 'Intermediate', 'French': 'Intermediate'}",153000,Not looking,,{'linkedin': 'linkedin.com/in/عبد الغفّار-903'},"[{'degree': 'Doctorat', 'institution': 'University of Tizi Ouzou', 'field_of_study': 'ingénieur production dans les biotechnologies', 'start_year': 2016, 'end_year': 2021, 'grade': 'Good'}, {'degree': 'Bac', 'institution': 'Antoine S.A.S. High School', 'field_study': 'Technical', 'start_year': 2008, 'end_year': 2011, 'grade': 'Good'}]","[{'company': 'Pichon', 'job_title': 'Administrative Manager', 'department': 'Investment Management', 'sector': 'Banking & Finance', 'start_date': '2023-01-03', 'end_date': 'Present', 'location': 'Naama', 'responsibilities': 'disintermediate clicks-and-mortar architectures, re-contextualize open-source content, unleash mission-critical communities'}]"
رواء,Male,1991-11-29,33,رواء@dbmail.com,+213559429432,"24, avenue Bernard Michel
17778 Colas-sur-Rivière",Sétif,Team Leader,General Management,E-Commerce,Senior,9,Master,Full-Time,Freelance,"Time Management, Presentation Skills, Communication, Critical Thinking, Arabic/French Bilingual, Problem Solving, Project Management, Strategic Planning, Adaptability","{'Arabic': 'Intermediate', 'German': 'Basic'}",127000,Open to offers,2025-04-27,"{'linkedin': 'linkedin.com/in/رواء-992', 'facebook': 'facebook.com/رواء.16'}","[{'degree': 'Master', 'institution': 'University of Annaba', 'field_of_study': 'coffreur-boiseur', 'start_year': 2013, 'end_year': 2015, 'grade': 'Good'}, {'degree': 'Bac', 'institution': 'Rossi SARL High School', 'field_study': 'Mathematics', 'start_year': 2007, 'end_year': 2010, 'grade': 'Average'}]","[{'company': 'Vallée', 'job_title': 'Team Leader', 'department': 'General Management', 'sector': 'E-Commerce', 'start_date': '2024-11-24', 'end_date': 'Present', 'location': 'Tébessa', 'responsibilities': 'architect synergistic applications, syndicate ubiquitous solutions, optimize bleeding-edge mindshare'}, {'company': 'Brunel S.A.R.L.', 'job_title': 'Operations Manager', 'department': 'Operations', 'sector': 'Manufacturing', 'start_date': '2019-10-01', 'end_date': '2023-09-02', 'location': 'Tébessa', 'responsibilities': 're-contextualize vertical architectures, evolve ubiquitous interfaces'}]"
جهراء,Female,1988-06-21,36,جهراء@tele2.fr,+213589614939,"72, avenue Maury
15367 Germain-la-Forêt",Tindouf,Department Director,General Management,Renewable Energy,Junior,12,Master,Internship,Freelance,"Teamwork, Critical Thinking, Time Management, Problem Solving, Strategic Planning, Project Management, Conflict Resolution, Negotiation, Report Writing, Team Leadership, Presentation Skills","{'French': 'Intermediate', 'Arabic': 'Native', 'Spanish': 'Intermediate', 'German': 'Native'}",73000,Open to offers,2025-05-08,{'linkedin': 'linkedin.com/in/جهراء-116'},"[{'degree': 'Master', 'institution': 'University of Blida', 'field_of_study': 'inspecteur du permis de conduire et de la sécurité routière', 'start_year': 2010, 'end_year': 2012, 'grade': 'Good'}, {'degree': 'Bac', 'institution': 'Chauveau High School', 'field_study': 'Science', 'start_year': 2004, 'end_year': 2007, 'grade': 'Very Good'}]","[{'company': 'Julien Fernandes S.A.R.L.', 'job_title': 'Department Director', 'department': 'General Management', 'sector': 'Renewable Energy', 'start_date': '2019-10-04', 'end_date': 'Present', 'location': 'Constantine', 'responsibilities': 'repurpose scalable info-mediaries, synergize enterprise metrics, deliver real-time e-commerce'}, {'company': 'Leleu', 'job_title': 'General Director', 'department': 'General Management', 'sector': 'Telecommunications', 'start_date': '2016-09-20', 'end_date': '2018-11-21', 'location': 'Aïn Témouchent', 'responsibilities': 'architect proactive mindshare, synergize impactful applications'}, {'company': 'Ruiz S.A.', 'job_title': 'Administrative Manager', 'department': 'General Management', 'sector': 'Public Sector', 'start_date': '2012-08-20', 'end_date': '2015-03-03', 'location': 'In Salah', 'responsibilities': 'redefine global mindshare, implement real-time vortals'}, {'company': 'Dubois S.A.S.', 'job_title': 'Operations Manager', 'department': 'General Management', 'sector': 'Renewable Energy', 'start_date': '2010-06-15', 'end_date': '2011-06-01', 'location': 'Tizi Ouzou', 'responsibilities': 'target extensible channels, revolutionize bricks-and-clicks markets'}]"
كاشف,Female,1983-07-23,41,كاشف@club-internet.fr,+213996974126,"23, rue de Cousin
92454 Lévy",Constantine,Security Operations Specialist,Cybersecurity,Information Technology,Senior,17,Master,Contract,Freelance,"Incident Response, Team Leadership, Project Management, Presentation Skills, Network Security, Microsoft Office, Ethical Hacking, Adaptability, Cryptography, Teamwork, Communication, SIEM Tools","{'Arabic': 'Basic', 'Spanish': 'Native'}",125000,Open to offers,2025-07-07,"{'linkedin': 'linkedin.com/in/كاشف-561', 'facebook': 'facebook.com/كاشف.40', 'twitter': 'twitter.com/كاشف135'}","[{'degree': 'Master', 'institution': 'University of Setif', 'field_of_study': 'moniteur de ski', 'start_year': 2005, 'end_year': 2007, 'grade': 'Excellent'}, {'degree': 'Bac', 'institution': 'Bodin High School', 'field_study': 'Science', 'start_year': 1999, 'end_year': 2002, 'grade': 'Excellent'}]","[{'company': 'Schneider Techer S.A.S.', 'job_title': 'Security Operations Specialist', 'department': 'Cybersecurity', 'sector': 'Information Technology', 'start_date': '2018-11-17', 'end_date': 'Present', 'location': 'Tiaret', 'responsibilities': 'envisioneer end-to-end supply-chains, reinvent proactive users, maximize killer channels'}, {'company': 'Diaz Wagner SARL', 'job_title': 'Operations Manager', 'department': 'Operations', 'sector': 'Fisheries', 'start_date': '2013-03-15', 'end_date': '2017-08-26', 'location': 'Biskra', 'responsibilities': 'maximize turn-key communities, streamline viral networks'}, {'company': 'Lagarde SARL', 'job_title': 'Administrative Manager', 'department': 'Pharmaceutical Development', 'sector': 'Healthcare', 'start_date': '2010-02-07', 'end_date': '2012-05-24', 'location': 'El Tarf', 'responsibilities': 'matrix back-end vortals, empower interactive initiatives'}, {'company': 'Pierre', 'job_title': 'Production Supervisor', 'department': 'Operations', 'sector': 'Fisheries', 'start_date': '2008-10-22', 'end_date': '2009-09-19', 'location': 'Naama', 'responsibilities': 'matrix sticky e-commerce, integrate proactive solutions'}, {'company': 'Deschamps', 'job_title': 'Department Director', 'department': 'General Management', 'sector': 'Tourism & Hospitality', 'start_date': '2004-03-04', 'end_date': '2007-12-07', 'location': 'Oran', 'responsibilities': 'syndicate 24/7 functionalities, deliver real-time metrics'}]"
رمزي,Male,1967-04-26,58,رمزي@hotmail.fr,+213539157417,"6, rue de Maillard
22314 Lamy",Mostaganem,Team Leader,General Management,Renewable Energy,Mid,36,Ingénieur d'État,Freelance,Freelance,"Teamwork, Report Writing, Strategic Planning, Presentation Skills, Team Leadership, Arabic/French Bilingual, Negotiation, Project Management, Conflict Resolution, Critical Thinking, Time Management, Communication","{'German': 'Fluent', 'Arabic': 'Intermediate', 'Spanish': 'Intermediate', 'French': 'Fluent'}",150000,Actively looking,2025-07-20,{'facebook': 'facebook.com/رمزي.15'},"[{'degree': ""Ingénieur d'État"", 'institution': 'University of Chlef', 'field_of_study': 'dessinateur en construction mécanique', 'start_year': 1987, 'end_year': 1990, 'grade': 'Average'}, {'degree': 'Bac', 'institution': 'Diaz High School', 'field_study': 'Literature', 'start_year': 1982, 'end_year': 1985, 'grade': 'Excellent'}]","[{'company': 'Bonnin', 'job_title': 'Team Leader', 'department': 'General Management', 'sector': 'Renewable Energy', 'start_date': '1997-07-26', 'end_date': 'Present', 'location': 'Annaba', 'responsibilities': 're-contextualize cutting-edge niches, strategize proactive e-tailers, facilitate turn-key e-tailers'}, {'company': 'Delannoy Huet SA', 'job_title': 'Facilities Manager', 'department': 'Operations', 'sector': 'Transport & Logistics', 'start_date': '1993-03-14', 'end_date': '1996-07-11', 'location': 'In Salah', 'responsibilities': 'target transparent eyeballs, maximize killer models'}, {'company': 'Allain', 'job_title': 'Supply Chain Manager', 'department': 'Operations', 'sector': 'Manufacturing', 'start_date': '1990-11-03', 'end_date': '1992-07-20', 'location': 'Illizi', 'responsibilities': 'reinvent transparent portals, morph seamless e-commerce'}, {'company': 'Dias', 'job_title': 'Team Leader', 'department': 'General Management', 'sector': 'Pharmaceuticals', 'start_date': '1986-12-08', 'end_date': '1989-09-02', 'location': 'Illizi', 'responsibilities': 'brand synergistic eyeballs, visualize real-time platforms'}]"
وصفي,Male,1982-08-04,42,وصفي@laposte.net,+213678171313,"4, avenue Voisin
32253 Louisnec",Tizi Ouzou,Mobile App Developer,Mobile Development,Information Technology,Lead,18,Master,Internship,CDI,"Teamwork, Critical Thinking, Microsoft Office, Project Management, Report Writing, Time Management, Adaptability, Negotiation, Communication, Presentation Skills, Team Leadership, Strategic Planning","{'Arabic': 'Intermediate', 'Spanish': 'Basic', 'English': 'Fluent', 'French': 'Basic'}",138000,Open to offers,2025-07-10,"{'linkedin': 'linkedin.com/in/وصفي-834', 'facebook': 'facebook.com/وصفي.51'}","[{'degree': 'Master', 'institution': 'University of Science and Technology Houari Boumediene', 'field_of_study': 'chargé de production', 'start_year': 2004, 'end_year': 2006, 'grade': 'Average'}, {'degree': 'Bac', 'institution': 'Letellier High School', 'field_study': 'Technical', 'start_year': 1998, 'end_year': 2001, 'grade': 'Excellent'}]","[{'company': 'Gros', 'job_title': 'Mobile App Developer', 'department': 'Mobile Development', 'sector': 'Information Technology', 'start_date': '2018-02-22', 'end_date': 'Present', 'location': 'Constantine', 'responsibilities': 'deliver distributed channels, target front-end mindshare, engineer sticky solutions'}, {'company': 'Julien SA', 'job_title': 'Administrative Manager', 'department': 'General Management', 'sector': 'Media & Entertainment', 'start_date': '2015-07-26', 'end_date': '2017-12-09', 'location': 'Djanet', 'responsibilities': 'synergize dot-com e-services, empower out-of-the-box models'}, {'company': 'Mace SARL', 'job_title': 'Cloud Engineer', 'department': 'Cloud Infrastructure', 'sector': 'Information Technology', 'start_date': '2013-08-01', 'end_date': '2014-03-12', 'location': 'Timimoun', 'responsibilities': 'whiteboard 24/365 relationships, productize vertical initiatives'}, {'company': 'Rossi', 'job_title': 'Team Leader', 'department': 'General Management', 'sector': 'Retail', 'start_date': '2008-01-09', 'end_date': '2012-03-27', 'location': 'Tlemcen', 'responsibilities': 'facilitate out-of-the-box relationships, unleash dot-com web-readiness'}, {'company': 'Bouvier', 'job_title': 'Logistics Coordinator', 'department': 'Operations', 'sector': 'Mining', 'start_date': '2006-01-25', 'end_date': '2007-05-18', 'location': 'El Tarf', 'responsibilities': 'synergize mission-critical functionalities, utilize next-generation web services'}, {'company': 'Bertin et Fils', 'job_title': 'Operations Manager', 'department': 'Operations', 'sector': 'Pharmaceuticals', 'start_date': '2002-05-01', 'end_date': '2005-07-10', 'location': 'Djanet', 'responsibilities': 'enable plug-and-play bandwidth, mesh web-enabled web-readiness'}]"
صبحي,Female,1982-08-13,42,صبحي@sfr.fr,+213889067141,"11, rue Élodie Thibault
40381 Saint Alexandrie",Béjaïa,Facilities Manager,Operations,Retail,Lead,14,Doctorat,Freelance,Freelance,"Teamwork, Problem Solving, Project Management, Report Writing, Conflict Resolution, Arabic/French Bilingual, Communication, Strategic Planning, Adaptability, Negotiation, Team Leadership, Time Management","{'Tamazight': 'Fluent', 'German': 'Basic', 'Spanish': 'Intermediate', 'Arabic': 'Basic'}",210000,Not looking,,{},"[{'degree': 'Doctorat', 'institution': 'University of Constantine', 'field_of_study': ""hôtesse de l'air"", 'start_year': 2006, 'end_year': 2011, 'grade': 'Excellent'}, {'degree': 'Bac', 'institution': 'Lefort High School', 'field_study': 'Literature', 'start_year': 1998, 'end_year': 2001, 'grade': 'Good'}]","[{'company': 'Legrand', 'job_title': 'Facilities Manager', 'department': 'Operations', 'sector': 'Retail', 'start_date': '2017-09-17', 'end_date': 'Present', 'location': 'Béjaïa', 'responsibilities': 'synergize intuitive markets, deliver intuitive e-markets, architect holistic action-items'}, {'company': 'Maurice S.A.R.L.', 'job_title': 'Operations Manager', 'department': 'Operations', 'sector': 'Tourism & Hospitality', 'start_date': '2015-07-13', 'end_date': '2016-10-17', 'location': 'El Tarf', 'responsibilities': 'streamline front-end ROI, enable scalable supply-chains'}]"
طلعت,Female,1978-03-10,47,طلعت@live.com,+213850136874,"39, boulevard de Normand
13304 Delannoy",Aïn Témouchent,Department Director,General Management,Tourism & Hospitality,Mid,19,Doctorat,Contract,Stage,"Communication, Critical Thinking, Conflict Resolution, Arabic/French Bilingual, Microsoft Office, Project Management, Problem Solving, Report Writing, Presentation Skills, Adaptability, Team Leadership, Teamwork","{'German': 'Intermediate', 'Arabic': 'Native'}",117000,Not looking,,"{'linkedin': 'linkedin.com/in/طلعت-884', 'facebook': 'facebook.com/طلعت.41'}","[{'degree': 'Doctorat', 'institution': 'University of Tlemcen', 'field_of_study': 'projectionniste', 'start_year': 2001, 'end_year': 2006, 'grade': 'Very Good'}, {'degree': 'Bac', 'institution': 'Deschamps High School', 'field_study': 'Technical', 'start_year': 1993, 'end_year': 1996, 'grade': 'Very Good'}]","[{'company': 'Marin', 'job_title': 'Department Director', 'department': 'General Management', 'sector': 'Tourism & Hospitality', 'start_date': '2019-04-01', 'end_date': 'Present', 'location': 'Chlef', 'responsibilities': 'engage plug-and-play e-markets, matrix bricks-and-clicks niches, grow extensible markets'}, {'company': 'Duval Blondel et Fils', 'job_title': 'General Director', 'department': 'General Management', 'sector': 'Retail', 'start_date': '2014-03-24', 'end_date': '2018-07-04', 'location': 'El Tarf', 'responsibilities': 'streamline out-of-the-box systems, redefine plug-and-play portals'}, {'company': 'Leconte SA', 'job_title': 'Chemical Engineer', 'department': 'Refining & Processing', 'sector': 'Energy & Petroleum', 'start_date': '2009-12-27', 'end_date': '2013-12-12', 'location': 'Oran', 'responsibilities': 'implement granular partnerships, implement dynamic solutions'}, {'company': 'Faure', 'job_title': 'Team Leader', 'department': 'General Management', 'sector': 'Mining', 'start_date': '2004-09-04', 'end_date': '2008-11-19', 'location': 'Aïn Témouchent', 'responsibilities': 'implement innovative architectures, transition strategic niches'}, {'company': 'Traore Jacques S.A.S.', 'job_title': 'Facilities Manager', 'department': 'Operations', 'sector': 'Aerospace & Defense', 'start_date': '2002-10-08', 'end_date': '2003-05-22', 'location': 'Jijel', 'responsibilities': 'unleash leading-edge functionalities, streamline next-generation content'}]"
غسّان,Female,1965-05-06,60,غسّان@laposte.net,+213476741647,"19, rue Petitjean
61701 Deschamps-sur-Mer",Tindouf,Facilities Manager,Operations,Tourism & Hospitality,Chief,36,Master,Full-Time,Stage,"Conflict Resolution, Time Management, Strategic Planning, Communication, Microsoft Office, Critical Thinking, Adaptability, Teamwork, Negotiation, Project Management, Presentation Skills, Report Writing","{'Spanish': 'Basic', 'English': 'Fluent'}",184000,Not looking,,"{'linkedin': 'linkedin.com/in/غسّان-461', 'facebook': 'facebook.com/غسّان.39'}","[{'degree': 'Master', 'institution': 'University of Tiaret', 'field_of_study': 'consignataire de navire', 'start_year': 1986, 'end_year': 1988, 'grade': 'Good'}, {'degree': 'Bac', 'institution': 'Diaz High School', 'field_study': 'Literature', 'start_year': 1980, 'end_year': 1983, 'grade': 'Average'}]","[{'company': 'Nguyen', 'job_title': 'Facilities Manager', 'department': 'Operations', 'sector': 'Tourism & Hospitality', 'start_date': '1999-05-28', 'end_date': 'Present', 'location': 'In Salah', 'responsibilities': 'monetize sticky bandwidth, re-contextualize cutting-edge deliverables, exploit ubiquitous architectures'}, {'company': 'Robin Laroche S.A.', 'job_title': 'Production Supervisor', 'department': 'Operations', 'sector': 'Tourism & Hospitality', 'start_date': '1997-06-14', 'end_date': '1998-08-05', 'location': 'Ghardaïa', 'responsibilities': 'visualize world-class technologies, deploy open-source networks'}, {'company': 'Thomas', 'job_title': 'Project Manager', 'department': 'General Management', 'sector': 'Transport & Logistics', 'start_date': '1993-01-24', 'end_date': '1996-03-21', 'location': 'Constantine', 'responsibilities': 'e-enable intuitive bandwidth, matrix compelling applications'}, {'company': 'Bernard', 'job_title': 'Production Supervisor', 'department': 'Operations', 'sector': 'Public Sector', 'start_date': '1988-12-12', 'end_date': '1992-06-24', 'location': 'Béchar', 'responsibilities': 'envisioneer integrated methodologies, scale robust mindshare'}, {'company': 'Gallet', 'job_title': 'Team Leader', 'department': 'General Management', 'sector': 'Construction', 'start_date': '1985-11-21', 'end_date': '1987-08-27', 'location': 'Tébessa', 'responsibilities': 'drive clicks-and-mortar relationships, drive granular interfaces'}]"
رامز,Female,1975-04-10,50,رامز@gmail.com,+213620603206,"6, rue Luc Chevalier
77436 Lacombe",Tébessa,Production Supervisor,Operations,Media & Entertainment,Chief,28,Licence,Full-Time,Stage,"Report Writing, Negotiation, Communication, Team Leadership, Microsoft Office, Arabic/French Bilingual, Adaptability, Strategic Planning, Time Management, Conflict Resolution, Presentation Skills, Teamwork","{'Tamazight': 'Basic', 'Spanish': 'Native', 'Arabic': 'Basic', 'English': 'Intermediate'}",135000,Recently employed,,{'twitter': 'twitter.com/رامز133'},"[{'degree': 'Licence', 'institution': 'University of Setif', 'field_of_study': 'salesman', 'start_year': 1993, 'end_year': 1996, 'grade': 'Good'}, {'degree': 'Bac', 'institution': 'Pineau High School', 'field_study': 'Literature', 'start_year': 1990, 'end_year': 1993, 'grade': 'Excellent'}]","[{'company': 'Jean', 'job_title': 'Production Supervisor', 'department': 'Operations', 'sector': 'Media & Entertainment', 'start_date': '2011-03-27', 'end_date': 'Present', 'location': 'Aïn Témouchent', 'responsibilities': 'envisioneer plug-and-play methodologies, redefine enterprise schemas, exploit dot-com users'}, {'company': 'Guérin S.A.', 'job_title': 'Facilities Manager', 'department': 'Operations', 'sector': 'Media & Entertainment', 'start_date': '2008-12-22', 'end_date': '2010-08-02', 'location': 'Batna', 'responsibilities': 'facilitate impactful architectures, generate robust schemas'}]"
دانية,Male,1981-02-26,44,دانية@tele2.fr,+213112355072,"30, boulevard de Cohen
76117 Lambertboeuf",Saïda,Project Manager,General Management,Tourism & Hospitality,Junior,16,Doctorat,Contract,Alternance,"Critical Thinking, Project Management, Microsoft Office, Negotiation, Communication, Strategic Planning, Presentation Skills, Report Writing, Time Management, Team Leadership, Arabic/French Bilingual, Problem Solving","{'English': 'Fluent', 'German': 'Native'}",134000,Actively looking,2025-07-06,{'linkedin': 'linkedin.com/in/دانية-329'},"[{'degree': 'Doctorat', 'institution': 'University of Chlef', 'field_of_study': ""juriste droit de l'environnement"", 'start_year': 2004, 'end_year': 2009, 'grade': 'Good'}, {'degree': 'Bac', 'institution': 'Diallo High School', 'field_study': 'Literature', 'start_year': 1996, 'end_year': 1999, 'grade': 'Average'}]","[{'company': 'Michaud Foucher S.A.', 'job_title': 'Project Manager', 'department': 'General Management', 'sector': 'Tourism & Hospitality', 'start_date': '2014-02-24', 'end_date': 'Present', 'location': 'Béchar', 'responsibilities': 'productize dot-com portals, iterate bricks-and-clicks markets, innovate strategic paradigms'}, {'company': 'Ollivier S.A.', 'job_title': 'Logistics Coordinator', 'department': 'Operations', 'sector': 'Telecommunications', 'start_date': '2009-02-17', 'end_date': '2013-07-23', 'location': 'Chlef', 'responsibilities': 'target dot-com communities, morph impactful initiatives'}, {'company': 'Alves', 'job_title': 'Team Leader', 'department': 'General Management', 'sector': 'Construction', 'start_date': '2007-07-23', 'end_date': '2008-11-24', 'location': 'El Oued', 'responsibilities': 'transition one-to-one users, envisioneer cutting-edge info-mediaries'}]"
وسيم,Female,1995-01-26,30,وسيم@free.fr,+213898433563,"75, avenue Gérard Masson
97163 Saint Zacharie",Sétif,Logistics Coordinator,Operations,Pharmaceuticals,Senior,8,Ingénieur d'État,Part-Time,Stage,"Time Management, Project Management, Microsoft Office, Critical Thinking, Presentation Skills, Negotiation, Arabic/French Bilingual, Report Writing, Adaptability","{'Tamazight': 'Intermediate', 'English': 'Intermediate'}",128000,Recently employed,,"{'linkedin': 'linkedin.com/in/وسيم-579', 'twitter': 'twitter.com/وسيم390'}","[{'degree': ""Ingénieur d'État"", 'institution': 'University of Constantine', 'field_of_study': 'directeur artistique', 'start_year': 2015, 'end_year': 2018, 'grade': 'Good'}, {'degree': 'Bac', 'institution': 'Bourgeois High School', 'field_study': 'Literature', 'start_year': 2010, 'end_year': 2013, 'grade': 'Excellent'}]","[{'company': 'Lombard S.A.S.', 'job_title': 'Logistics Coordinator', 'department': 'Operations', 'sector': 'Pharmaceuticals', 'start_date': '2023-05-24', 'end_date': 'Present', 'location': ""M'sila"", 'responsibilities': 'matrix real-time eyeballs, whiteboard sticky networks, empower rich bandwidth'}, {'company': 'Benard S.A.', 'job_title': 'Operations Manager', 'department': 'Islamic Finance', 'sector': 'Banking & Finance', 'start_date': '2018-08-24', 'end_date': '2022-06-03', 'location': 'Tizi Ouzou', 'responsibilities': 'implement open-source channels, re-intermediate clicks-and-mortar e-commerce'}, {'company': 'Didier', 'job_title': 'General Director', 'department': 'Food Processing', 'sector': 'Agriculture', 'start_date': '2016-01-12', 'end_date': '2017-03-16', 'location': 'Jijel', 'responsibilities': 'seize out-of-the-box systems, mesh world-class partnerships'}, {'company': 'Masson', 'job_title': 'General Director', 'department': 'Pediatric Care', 'sector': 'Healthcare', 'start_date': '2014-01-10', 'end_date': '2015-10-18', 'location': 'Skikda', 'responsibilities': 'optimize viral models, matrix granular methodologies'}]"
راغب,Female,1988-06-04,36,راغب@bouygtel.fr,+213950405815,"avenue de Denis
88747 Berthelot",Naama,Department Director,E-Learning Platforms,Education,Junior,14,Bac,Freelance,Freelance,"Communication, Teamwork, Report Writing, Adaptability, Critical Thinking, Team Leadership, Strategic Planning, Time Management, Microsoft Office, Problem Solving, Conflict Resolution, Project Management","{'Spanish': 'Intermediate', 'French': 'Native'}",50000,Actively looking,2025-06-05,"{'linkedin': 'linkedin.com/in/راغب-125', 'facebook': 'facebook.com/راغب.15'}","[{'degree': 'Bac', 'institution': 'University of Mostaganem', 'field_of_study': 'serrurier dépanneur dépanneuse', 'start_year': 2006, 'end_year': 2007, 'grade': 'Very Good'}]","[{'company': 'Weber', 'job_title': 'Department Director', 'department': 'E-Learning Platforms', 'sector': 'Education', 'start_date': '2023-12-08', 'end_date': 'Present', 'location': 'Naama', 'responsibilities': 'whiteboard magnetic markets, aggregate global paradigms, re-intermediate visionary markets'}, {'company': 'Simon Cousin S.A.S.', 'job_title': 'Logistics Coordinator', 'department': 'Operations', 'sector': 'Media & Entertainment', 'start_date': '2018-02-22', 'end_date': '2022-12-14', 'location': 'Tizi Ouzou', 'responsibilities': 'harness robust methodologies, synergize rich models'}, {'company': 'David', 'job_title': 'Administrative Manager', 'department': 'General Management', 'sector': 'Transport & Logistics', 'start_date': '2013-07-28', 'end_date': '2017-08-18', 'location': 'Chlef', 'responsibilities': 'deliver B2C methodologies, aggregate enterprise e-services'}, {'company': 'Jean S.A.R.L.', 'job_title': 'Facilities Manager', 'department': 'Operations', 'sector': 'Tourism & Hospitality', 'start_date': '2008-08-09', 'end_date': '2012-01-01', 'location': 'Chlef', 'responsibilities': 'transition impactful models, engage ubiquitous web-readiness'}]"
