employee_id,name,age,gender,job_title,department,experience_years,current_salary_dzd,job_posting_id
EMP1070-4,Nour Chikhi,33,Other,Chargé d'expédition,Industries,0,70452,JOB1070
EMP1071-1,Fatima Guedira,31,Female,Formateur langues étrangères,"Informatique, Télécom, Internet",1,57578,JOB1071
EMP1072-1,Zineb Khelifi,60,Male,Analyste Physico-chimie,Industries,6,60200,JOB1072
EMP1073-1,Amina Guedira,28,Female,Assistant de Direction Chargé du Matériel,"BTP, Construction, Immobilier",1,56471,JOB1073
EMP1073-2,Omar Bouzid,60,Male,Assistant de Direction Chargé du Matériel,"BTP, Construction, Immobilier",0,77434,JOB1073
EMP1074-1,Meriem Guedira,41,Female,Stagiaire en Finance,Services,1,53547,JOB1074
EMP1075-1,Ahmed Saadi,33,Female,CHEF DE SERVICE COMMERCIAL,"BTP, Construction, Immobilier",9,71550,JOB1075
EMP1075-2,Sara Saadi,42,Female,CHEF DE SERVICE COMMERCIAL,"BTP, Construction, Immobilier",1,59206,JOB1075
EMP1075-3,Ahmed Benaissa,47,Other,CHEF DE SERVICE COMMERCIAL,"BTP, Construction, Immobilier",6,59079,JOB1075
EMP1075-4,Karim Chikhi,48,Other,CHEF DE SERVICE COMMERCIAL,"BTP, Construction, Immobilier",5,63570,JOB1075
EMP1076-1,Sabrina Saadi,39,Male,Téléprospecteur / Téléprospectrice - Help Link,Services,3,71368,JOB1076
EMP1076-2,Samir Bouzid,50,Female,Téléprospecteur / Téléprospectrice - Help Link,Services,7,65374,JOB1076
EMP1076-3,Fatima Khelifi,53,Male,Téléprospecteur / Téléprospectrice - Help Link,Services,3,77090,JOB1076
EMP1076-4,Rachid Guedira,41,Male,Téléprospecteur / Téléprospectrice - Help Link,Services,2,60488,JOB1076
EMP1076-5,Nour Khelifi,25,Other,Téléprospecteur / Téléprospectrice - Help Link,Services,5,72615,JOB1076
EMP1077-1,Yasmine Bouzid,50,Other,Directeur Technique,Services,5,65465,JOB1077
EMP1077-2,Sara Fekih,40,Female,Directeur Technique,Services,4,70764,JOB1077
EMP1077-3,Leila Zitouni,36,Female,Directeur Technique,Services,17,90112,JOB1077
EMP1077-4,Zineb Guedira,42,Other,Directeur Technique,Services,4,73681,JOB1077
EMP1077-5,Samir Bouzid,26,Other,Directeur Technique,Services,5,81370,JOB1077
EMP1078-1,Zineb Guedira,42,Male,Agent Commercial Polyvalent ( H-F) Agence Constantine El Khroub,"Banque, Assurance, Finance",1,31483,JOB1078
EMP1078-2,Karim Derbal,33,Male,Agent Commercial Polyvalent ( H-F) Agence Constantine El Khroub,"Banque, Assurance, Finance",3,29753,JOB1078
EMP1078-3,Rachid Khelifi,53,Female,Agent Commercial Polyvalent ( H-F) Agence Constantine El Khroub,"Banque, Assurance, Finance",1,27754,JOB1078
EMP1078-4,Meriem Saadi,36,Male,Agent Commercial Polyvalent ( H-F) Agence Constantine El Khroub,"Banque, Assurance, Finance",2,25333,JOB1078
EMP1079-1,Samir Guedira,56,Female,Vendeur Pharmacie,"Fonction Publique, Administration",6,59517,JOB1079
EMP1080-1,Youssef Fekih,22,Female,Conseiller SAV,Services,4,71014,JOB1080
EMP1080-2,Laila Derbal,32,Female,Conseiller SAV,Services,10,53976,JOB1080
EMP1080-3,Zineb Chikhi,50,Female,Conseiller SAV,Services,12,68873,JOB1080
EMP1081-1,Amina Benaissa,32,Other,Contrôleur de gestion,"Banque, Assurance, Finance",3,70043,JOB1081
EMP1081-2,Amina Khelifi,44,Other,Contrôleur de gestion,"Banque, Assurance, Finance",4,68223,JOB1081
EMP1082-1,Meriem Derbal,25,Male,Contrôleur de gestion,"Banque, Assurance, Finance",1,68237,JOB1082
EMP1082-2,Fatima Zitouni,58,Female,Contrôleur de gestion,"Banque, Assurance, Finance",4,52485,JOB1082
EMP1082-3,Nadia Derbal,27,Female,Contrôleur de gestion,"Banque, Assurance, Finance",2,78286,JOB1082
EMP1082-4,Leila Zitouni,45,Other,Contrôleur de gestion,"Banque, Assurance, Finance",3,65842,JOB1082
EMP1082-5,Rachid Zitouni,59,Female,Contrôleur de gestion,"Banque, Assurance, Finance",0,67877,JOB1082
EMP1083-1,Ahmed Benaissa,43,Other,Chauffeur Leger,Industries,4,45427,JOB1083
EMP1083-2,Ahmed Fekih,28,Other,Chauffeur Leger,Industries,4,57429,JOB1083
EMP1083-3,Zineb Guedira,31,Female,Chauffeur Leger,Industries,2,44802,JOB1083
EMP1084-1,Yasmine Khelifi,36,Female,Directeur Magasin Luxe (H/F),"Distribution, Commerce",2,57196,JOB1084
EMP1084-2,Sara Chikhi,40,Female,Directeur Magasin Luxe (H/F),"Distribution, Commerce",4,71576,JOB1084
EMP1084-3,Youssef Khelifi,34,Male,Directeur Magasin Luxe (H/F),"Distribution, Commerce",3,66899,JOB1084
EMP1084-4,Karim Benaissa,49,Female,Directeur Magasin Luxe (H/F),"Distribution, Commerce",3,78938,JOB1084
EMP1084-5,Samir Saadi,43,Other,Directeur Magasin Luxe (H/F),"Distribution, Commerce",1,67591,JOB1084
EMP1085-1,Amina Chikhi,36,Other,Chargé de la Trésorerie (H/F),"Banque, Assurance, Finance",7,51714,JOB1085
EMP1085-2,Sofiane Chikhi,51,Male,Chargé de la Trésorerie (H/F),"Banque, Assurance, Finance",6,70394,JOB1085
EMP1085-3,Mohamed Zitouni,32,Female,Chargé de la Trésorerie (H/F),"Banque, Assurance, Finance",5,58404,JOB1085
EMP1086-1,Karim Derbal,36,Male,Télé Consultant(e)  en Recrutement (Télétravail),Services,2,57173,JOB1086
EMP1087-1,Sofiane Chikhi,56,Female,Chargée Marketing et Communication,Services,3,56991,JOB1087
EMP1088-1,Zineb Zitouni,48,Other,Civil Work Engineer,"Informatique, Télécom, Internet",6,32340,JOB1088
EMP1088-2,Amina Derbal,59,Female,Civil Work Engineer,"Informatique, Télécom, Internet",9,32778,JOB1088
EMP1088-3,Sara Benaissa,41,Female,Civil Work Engineer,"Informatique, Télécom, Internet",10,33253,JOB1088
EMP1088-4,Samir Khelifi,31,Male,Civil Work Engineer,"Informatique, Télécom, Internet",11,35658,JOB1088
EMP1089-1,Mohamed Bouzid,54,Male,Manager Actuariat,"Banque, Assurance, Finance",3,76223,JOB1089
EMP1090-1,Zineb Amrani,52,Female,developper Web,Services,0,64501,JOB1090
EMP1090-2,Omar Bouzid,27,Female,developper Web,Services,2,54326,JOB1090
EMP1090-3,Karim Derbal,48,Female,developper Web,Services,3,63716,JOB1090
EMP1091-1,Nadia Guedira,46,Other,Electricien Auto,Services,4,55177,JOB1091
EMP1091-2,Sara Chikhi,41,Male,Electricien Auto,Services,6,74139,JOB1091
EMP1092-1,Karim Chikhi,47,Other,Mécanicien,Services,8,53914,JOB1092
EMP1092-2,Sabrina Khelifi,60,Other,Mécanicien,Services,9,63150,JOB1092
EMP1093-1,Fatima Saadi,28,Male,Responsable Bureau d'étude mécanique,Services,6,71507,JOB1093
EMP1094-1,Ahmed Benaissa,24,Male,Cadre Commercial,Services,7,69369,JOB1094
EMP1094-2,Ahmed Derbal,24,Other,Cadre Commercial,Services,2,60819,JOB1094
EMP1094-3,Amina Chikhi,23,Male,Cadre Commercial,Services,7,54121,JOB1094
EMP1095-1,Youssef Amrani,26,Other,Commercial,Services,6,56319,JOB1095
EMP1096-1,Nour Derbal,34,Other,TECHNICIEN SUPPORT INFORMATIQUE – RÉGION OUEST (ORAN),Industries,4,76067,JOB1096
EMP1096-2,Nadia Amrani,54,Female,TECHNICIEN SUPPORT INFORMATIQUE – RÉGION OUEST (ORAN),Industries,1,73329,JOB1096
EMP1096-3,Mohamed Saadi,24,Male,TECHNICIEN SUPPORT INFORMATIQUE – RÉGION OUEST (ORAN),Industries,1,57964,JOB1096
EMP1097-1,Sara Derbal,37,Other,Chef de Parc,Services,3,59797,JOB1097
EMP1097-2,Youssef Bouzid,59,Female,Chef de Parc,Services,1,71266,JOB1097
EMP1098-1,Leila Benaissa,43,Other,Assistant(e) Moyens Généraux - Réceptionnist(e),Industries,5,59615,JOB1098
EMP1098-2,Samir Zitouni,33,Other,Assistant(e) Moyens Généraux - Réceptionnist(e),Industries,6,56344,JOB1098
EMP1098-3,Amina Fekih,54,Male,Assistant(e) Moyens Généraux - Réceptionnist(e),Industries,5,78392,JOB1098
EMP1098-4,Karim Khelifi,50,Other,Assistant(e) Moyens Généraux - Réceptionnist(e),Industries,3,63480,JOB1098
EMP1099-1,Mohamed Saadi,25,Male,Vendeur en Pharmacie (H/F),Services,1,33494,JOB1099
EMP1099-2,Leila Derbal,35,Female,Vendeur en Pharmacie (H/F),Services,0,32674,JOB1099
EMP1100-1,Omar Chikhi,59,Female,Stage en pharmacie - Horraires du soir,Services,1,29216,JOB1100
EMP1100-2,Rachid Zitouni,43,Female,Stage en pharmacie - Horraires du soir,Services,1,27376,JOB1100
EMP1100-3,Meriem Guedira,40,Male,Stage en pharmacie - Horraires du soir,Services,0,30706,JOB1100
EMP1101-1,Meriem Zitouni,58,Female,conseillère clientèle,"Distribution, Commerce",1,62567,JOB1101
EMP1102-1,Oussama Benaissa,58,Female,Agent d'entretien,Services,6,66050,JOB1102
EMP1102-2,Amina Bouzid,36,Other,Agent d'entretien,Services,5,50945,JOB1102
EMP1102-3,Karim Amrani,58,Other,Agent d'entretien,Services,6,64604,JOB1102
EMP1102-4,Laila Bouzid,60,Male,Agent d'entretien,Services,2,68576,JOB1102
EMP1102-5,Laila Benaissa,37,Other,Agent d'entretien,Services,1,60372,JOB1102
EMP1103-1,Sara Guedira,40,Other,Data Engineer,"Informatique, Télécom, Internet",3,69266,JOB1103
EMP1103-2,Fatima Khelifi,40,Other,Data Engineer,"Informatique, Télécom, Internet",7,49120,JOB1103
EMP1103-3,Zineb Saadi,26,Other,Data Engineer,"Informatique, Télécom, Internet",1,66082,JOB1103
EMP1103-4,Laila Zitouni,38,Female,Data Engineer,"Informatique, Télécom, Internet",6,63653,JOB1103
EMP1104-1,Youssef Benaissa,35,Female,conseillère  clientèle,Industries,1,52420,JOB1104
EMP1104-2,Ahmed Fekih,60,Female,conseillère  clientèle,Industries,1,59574,JOB1104
EMP1104-3,Youssef Benaissa,39,Other,conseillère  clientèle,Industries,4,66884,JOB1104
EMP1105-1,Yasmine Fekih,49,Female, Technicien(ne) Expert(e) en Montage Vidéo ,Services,4,62909,JOB1105
EMP1105-2,Meriem Benaissa,37,Male, Technicien(ne) Expert(e) en Montage Vidéo ,Services,4,55418,JOB1105
EMP1106-1,Sabrina Saadi,28,Female,Financier,Services,2,60003,JOB1106
EMP1106-2,Yasmine Guedira,27,Female,Financier,Services,5,74468,JOB1106
EMP1106-3,Sabrina Khelifi,49,Male,Financier,Services,1,79725,JOB1106
EMP1106-4,Rachid Fekih,36,Male,Financier,Services,2,69676,JOB1106
EMP1107-1,Oussama Benaissa,59,Other,Chargé de la Relation Fournisseur,"Banque, Assurance, Finance",0,58266,JOB1107
EMP1107-2,Youssef Benaissa,52,Other,Chargé de la Relation Fournisseur,"Banque, Assurance, Finance",4,71565,JOB1107
EMP1107-3,Fatima Benaissa,40,Female,Chargé de la Relation Fournisseur,"Banque, Assurance, Finance",3,75264,JOB1107
EMP1107-4,Mohamed Khelifi,28,Other,Chargé de la Relation Fournisseur,"Banque, Assurance, Finance",3,76101,JOB1107
EMP1108-1,Nour Amrani,33,Other,Area Sales Manager  Est,Industries,2,78992,JOB1108
EMP1108-2,Amina Zitouni,28,Other,Area Sales Manager  Est,Industries,6,80423,JOB1108
EMP1109-1,Mohamed Guedira,35,Female,Chargé d’Affaires Véhiculé | (H/F)  Béjaïa,"Banque, Assurance, Finance",4,68009,JOB1109
EMP1109-2,Ahmed Chikhi,25,Female,Chargé d’Affaires Véhiculé | (H/F)  Béjaïa,"Banque, Assurance, Finance",7,73033,JOB1109
EMP1109-3,Sara Khelifi,36,Female,Chargé d’Affaires Véhiculé | (H/F)  Béjaïa,"Banque, Assurance, Finance",3,58209,JOB1109
EMP1110-1,Leila Khelifi,53,Other,Ingenieur support technique,"Informatique, Télécom, Internet",1,69309,JOB1110
EMP1111-1,Mohamed Bouzid,40,Female,Commercial B to B dans le domaine des services,Services,11,30974,JOB1111
EMP1111-2,Rachid Zitouni,43,Other,Commercial B to B dans le domaine des services,Services,12,35626,JOB1111
EMP1111-3,Sofiane Derbal,37,Other,Commercial B to B dans le domaine des services,Services,12,37483,JOB1111
EMP1111-4,Leila Derbal,25,Male,Commercial B to B dans le domaine des services,Services,3,30763,JOB1111
EMP1112-1,Omar Guedira,33,Male,Téléconseillers,Services,2,71212,JOB1112
EMP1112-2,Yasmine Derbal,59,Female,Téléconseillers,Services,1,69626,JOB1112
EMP1112-3,Leila Fekih,36,Other,Téléconseillers,Services,5,68646,JOB1112
EMP1112-4,Fatima Chikhi,30,Female,Téléconseillers,Services,4,59647,JOB1112
EMP1112-5,Zineb Chikhi,30,Other,Téléconseillers,Services,5,67591,JOB1112
EMP1113-1,Yasmine Fekih,53,Male,Comptable - Accounting,"Distribution, Commerce",2,64400,JOB1113
EMP1113-2,Amina Fekih,25,Other,Comptable - Accounting,"Distribution, Commerce",1,75706,JOB1113
EMP1113-3,Meriem Derbal,52,Male,Comptable - Accounting,"Distribution, Commerce",7,64921,JOB1113
EMP1114-1,Nour Benaissa,29,Female,Contrôleur de Gestion,Industries,1,72264,JOB1114
EMP1115-1,Omar Bouzid,56,Other,TS en Comptabilité Analytique,Industries,7,67174,JOB1115
EMP1115-2,Samir Guedira,35,Other,TS en Comptabilité Analytique,Industries,1,66457,JOB1115
EMP1115-3,Ahmed Derbal,59,Other,TS en Comptabilité Analytique,Industries,2,48692,JOB1115
EMP1115-4,Amina Bouzid,30,Female,TS en Comptabilité Analytique,Industries,7,52916,JOB1115
EMP1116-1,Ahmed Amrani,37,Male,Counter sales - Caissier,Services,0,68271,JOB1116
EMP1116-2,Sabrina Khelifi,22,Male,Counter sales - Caissier,Services,1,51835,JOB1116
EMP1116-3,Oussama Derbal,28,Other,Counter sales - Caissier,Services,0,65475,JOB1116
EMP1117-1,Omar Derbal,40,Other,Kitchen Commis - Commis de cuisine,Services,0,51904,JOB1117
EMP1117-2,Nour Chikhi,29,Male,Kitchen Commis - Commis de cuisine,Services,2,68704,JOB1117
EMP1117-3,Sabrina Khelifi,42,Female,Kitchen Commis - Commis de cuisine,Services,4,58718,JOB1117
EMP1118-1,Ahmed Khelifi,50,Female,Bakery Commis- COMMIS BOULANGER,Services,4,48435,JOB1118
EMP1118-2,Amina Saadi,55,Male,Bakery Commis- COMMIS BOULANGER,Services,2,57657,JOB1118
EMP1118-3,Omar Guedira,60,Male,Bakery Commis- COMMIS BOULANGER,Services,4,58959,JOB1118
EMP1118-4,Leila Fekih,47,Other,Bakery Commis- COMMIS BOULANGER,Services,4,51837,JOB1118
EMP1118-5,Sabrina Chikhi,37,Female,Bakery Commis- COMMIS BOULANGER,Services,2,47851,JOB1118
EMP1119-1,Youssef Derbal,39,Male,Pastry Commis- Commis patissier,Services,0,55190,JOB1119
EMP1119-2,Sabrina Bouzid,31,Female,Pastry Commis- Commis patissier,Services,2,62504,JOB1119
EMP1119-3,Nadia Saadi,52,Other,Pastry Commis- Commis patissier,Services,1,66639,JOB1119
EMP1119-4,Yasmine Derbal,26,Male,Pastry Commis- Commis patissier,Services,4,55011,JOB1119
EMP1119-5,Sara Benaissa,22,Female,Pastry Commis- Commis patissier,Services,2,50668,JOB1119
EMP1120-1,Omar Zitouni,34,Male,Pizzaiolo,Services,0,67196,JOB1120
EMP1121-1,Nadia Khelifi,27,Male,Pastry Chef - chef patissier,Services,4,70067,JOB1121
EMP1122-1,Nour Benaissa,50,Male,Technicien Polyvalent,"Banque, Assurance, Finance",2,75499,JOB1122
EMP1122-2,Nadia Saadi,26,Other,Technicien Polyvalent,"Banque, Assurance, Finance",5,59118,JOB1122
EMP1122-3,Meriem Chikhi,51,Male,Technicien Polyvalent,"Banque, Assurance, Finance",3,58070,JOB1122
EMP1122-4,Karim Amrani,30,Female,Technicien Polyvalent,"Banque, Assurance, Finance",4,76969,JOB1122
EMP1122-5,Youssef Benaissa,22,Female,Technicien Polyvalent,"Banque, Assurance, Finance",7,60607,JOB1122
EMP1123-1,Sofiane Khelifi,48,Other,Kitchen Sous Chef - sous chef de cuisine,Services,4,47241,JOB1123
EMP1123-2,Youssef Bouzid,42,Other,Kitchen Sous Chef - sous chef de cuisine,Services,6,54405,JOB1123
EMP1123-3,Nadia Zitouni,45,Other,Kitchen Sous Chef - sous chef de cuisine,Services,1,59203,JOB1123
EMP1124-1,Karim Zitouni,52,Male,Chef De Partie,Services,2,67526,JOB1124
EMP1125-1,Yasmine Bouzid,60,Male,Barman – cafetier,Services,0,53558,JOB1125
EMP1125-2,Laila Guedira,22,Male,Barman – cafetier,Services,3,46181,JOB1125
EMP1126-1,Youssef Khelifi,48,Female,Agents Visa Alger,Services,3,30745,JOB1126
EMP1126-2,Nadia Saadi,29,Male,Agents Visa Alger,Services,2,35121,JOB1126
EMP1126-3,Fatima Derbal,48,Male,Agents Visa Alger,Services,3,27535,JOB1126
EMP1126-4,Fatima Chikhi,57,Female,Agents Visa Alger,Services,2,32554,JOB1126
EMP1127-1,Karim Guedira,26,Other,Hostess - HÔTESSE,Services,0,68946,JOB1127
EMP1127-2,Yasmine Derbal,32,Male,Hostess - HÔTESSE,Services,1,47271,JOB1127
EMP1127-3,Amina Bouzid,45,Female,Hostess - HÔTESSE,Services,2,59363,JOB1127
EMP1127-4,Meriem Fekih,28,Female,Hostess - HÔTESSE,Services,1,57136,JOB1127
EMP1127-5,Sofiane Benaissa,47,Male,Hostess - HÔTESSE,Services,4,63932,JOB1127
EMP1128-1,Ahmed Benaissa,26,Other,Créateur de contenu,"Distribution, Commerce",1,71550,JOB1128
EMP1128-2,Zineb Chikhi,25,Female,Créateur de contenu,"Distribution, Commerce",1,70413,JOB1128
EMP1128-3,Amina Guedira,29,Other,Créateur de contenu,"Distribution, Commerce",7,55263,JOB1128
EMP1128-4,Nour Benaissa,37,Other,Créateur de contenu,"Distribution, Commerce",5,75632,JOB1128
EMP1129-1,Rachid Derbal,59,Other,Serveur,Services,3,65898,JOB1129
EMP1129-2,Sabrina Saadi,40,Other,Serveur,Services,4,66558,JOB1129
EMP1130-1,Youssef Guedira,38,Female,Community manager,"Distribution, Commerce",1,61318,JOB1130
EMP1130-2,Rachid Bouzid,40,Female,Community manager,"Distribution, Commerce",5,59660,JOB1130
EMP1130-3,Omar Benaissa,53,Female,Community manager,"Distribution, Commerce",7,57718,JOB1130
EMP1130-4,Karim Guedira,42,Male,Community manager,"Distribution, Commerce",6,59061,JOB1130
EMP1130-5,Mohamed Khelifi,43,Male,Community manager,"Distribution, Commerce",3,72570,JOB1130
EMP1131-1,Sara Bouzid,36,Other,Responsable Commercial – Secteur Tech (B2B),Services,5,31334,JOB1131
EMP1132-1,Meriem Saadi,22,Other,Graphic designer,Services,7,71324,JOB1132
EMP1132-2,Leila Amrani,34,Other,Graphic designer,Services,7,60293,JOB1132
EMP1132-3,Zineb Saadi,55,Female,Graphic designer,Services,4,65109,JOB1132
EMP1133-1,Karim Fekih,25,Male,Ingénieur d’études Signalisation ( Enclenchement),Services,1,68812,JOB1133
EMP1133-2,Amina Derbal,37,Female,Ingénieur d’études Signalisation ( Enclenchement),Services,6,67852,JOB1133
EMP1133-3,Leila Fekih,48,Other,Ingénieur d’études Signalisation ( Enclenchement),Services,9,57219,JOB1133
EMP1134-1,Sabrina Benaissa,34,Male,Ingénieur d’études Télécom,Services,7,85352,JOB1134
EMP1134-2,Youssef Bouzid,38,Male,Ingénieur d’études Télécom,Services,12,70514,JOB1134
EMP1134-3,Yasmine Fekih,30,Female,Ingénieur d’études Télécom,Services,4,58616,JOB1134
EMP1135-1,Fatima Fekih,54,Female,Designer,Services,3,39436,JOB1135
EMP1135-2,Rachid Zitouni,45,Female,Designer,Services,5,32654,JOB1135
EMP1135-3,Sabrina Khelifi,45,Male,Designer,Services,7,29439,JOB1135
EMP1136-1,Nadia Khelifi,33,Male,Ingénieur Support SI,"Distribution, Commerce",5,55057,JOB1136
EMP1136-2,Laila Saadi,42,Male,Ingénieur Support SI,"Distribution, Commerce",6,55197,JOB1136
EMP1136-3,Sabrina Bouzid,53,Other,Ingénieur Support SI,"Distribution, Commerce",7,74627,JOB1136
EMP1136-4,Amina Chikhi,24,Other,Ingénieur Support SI,"Distribution, Commerce",3,77525,JOB1136
EMP1136-5,Sofiane Bouzid,60,Female,Ingénieur Support SI,"Distribution, Commerce",2,81127,JOB1136
EMP1137-1,Mohamed Fekih,34,Male,Architecte Chef de projet,"Distribution, Commerce",6,61012,JOB1137
EMP1137-2,Ahmed Zitouni,31,Female,Architecte Chef de projet,"Distribution, Commerce",3,63229,JOB1137
EMP1138-1,Sofiane Guedira,28,Male,Infographiste/ designer graphique,Services,2,63231,JOB1138
EMP1139-1,Omar Bouzid,31,Female,Relation Extérieur ( ENARQUISTE  ),"BTP, Construction, Immobilier",2,62463,JOB1139
EMP1140-1,Youssef Benaissa,34,Female,Responsable des Ressources Humaines,Services,7,60010,JOB1140
EMP1140-2,Omar Guedira,36,Other,Responsable des Ressources Humaines,Services,1,69998,JOB1140
EMP1140-3,Meriem Derbal,34,Female,Responsable des Ressources Humaines,Services,5,76842,JOB1140
EMP1141-1,Rachid Amrani,46,Other,Microwave Engineer,"Informatique, Télécom, Internet",12,51816,JOB1141
EMP1141-2,Nadia Khelifi,46,Male,Microwave Engineer,"Informatique, Télécom, Internet",14,37486,JOB1141
EMP1141-3,Ahmed Zitouni,56,Female,Microwave Engineer,"Informatique, Télécom, Internet",12,45148,JOB1141
EMP1141-4,Yasmine Amrani,41,Female,Microwave Engineer,"Informatique, Télécom, Internet",12,40535,JOB1141
EMP1142-1,Samir Saadi,34,Other,Directeur Finances et Comptabilité,Industries,10,76715,JOB1142
EMP1143-1,Karim Saadi,38,Female,Responsable Management Qualité,Industries,3,63822,JOB1143
EMP1144-1,Meriem Benaissa,32,Male,Responsable Management Qualité,Industries,7,74837,JOB1144
EMP1144-2,Samir Benaissa,23,Female,Responsable Management Qualité,Industries,4,56552,JOB1144
EMP1145-1,Karim Bouzid,32,Male,Recrutement commercial(e) en Promotion Immobilière,Services,4,64053,JOB1145
EMP1145-2,Nour Fekih,56,Other,Recrutement commercial(e) en Promotion Immobilière,Services,2,55457,JOB1145
EMP1146-1,Samir Khelifi,26,Male,Leader Developer,Industries,6,57381,JOB1146
EMP1146-2,Sabrina Zitouni,24,Male,Leader Developer,Industries,6,52671,JOB1146
EMP1147-1,Meriem Zitouni,32,Female,Leader Developer,Industries,7,62738,JOB1147
EMP1147-2,Fatima Benaissa,60,Male,Leader Developer,Industries,2,77263,JOB1147
EMP1147-3,Sofiane Benaissa,37,Female,Leader Developer,Industries,1,76368,JOB1147
EMP1148-1,Karim Bouzid,51,Other,Leader Developer,Industries,4,76580,JOB1148
EMP1148-2,Fatima Amrani,26,Male,Leader Developer,Industries,5,74171,JOB1148
EMP1148-3,Oussama Khelifi,44,Female,Leader Developer,Industries,6,68525,JOB1148
EMP1149-1,Nadia Fekih,51,Other,Leader Developer,Industries,6,69559,JOB1149
EMP1149-2,Amina Saadi,37,Other,Leader Developer,Industries,2,63476,JOB1149
EMP1149-3,Samir Chikhi,37,Other,Leader Developer,Industries,2,73738,JOB1149
EMP1150-1,Karim Chikhi,45,Male,Leader Developer,Industries,1,64805,JOB1150
EMP1151-1,Sara Amrani,42,Female,Chargé Administration Crédit,"Banque, Assurance, Finance",3,74349,JOB1151
EMP1152-1,Sofiane Amrani,36,Female,Chargé(e) Trésorerie & Commerce Extérieur,Industries,5,72260,JOB1152
EMP1152-2,Fatima Fekih,37,Female,Chargé(e) Trésorerie & Commerce Extérieur,Industries,5,60216,JOB1152
EMP1152-3,Sara Bouzid,51,Male,Chargé(e) Trésorerie & Commerce Extérieur,Industries,7,66648,JOB1152
EMP1152-4,Laila Saadi,45,Female,Chargé(e) Trésorerie & Commerce Extérieur,Industries,6,55166,JOB1152
EMP1153-1,Amina Bouzid,30,Female,Area sales manager (Biskra),Industries,9,55027,JOB1153
EMP1153-2,Nour Zitouni,38,Female,Area sales manager (Biskra),Industries,11,77838,JOB1153
EMP1153-3,Karim Derbal,32,Other,Area sales manager (Biskra),Industries,9,76951,JOB1153
EMP1153-4,Mohamed Fekih,59,Female,Area sales manager (Biskra),Industries,12,55296,JOB1153
EMP1153-5,Meriem Saadi,36,Female,Area sales manager (Biskra),Industries,10,64833,JOB1153
EMP1154-1,Zineb Amrani,33,Female,Conseiller Commercial,"Banque, Assurance, Finance",12,60174,JOB1154
EMP1155-1,Amina Saadi,40,Other,Chargée clientèle / réceptionniste,Services,6,52966,JOB1155
EMP1155-2,Rachid Chikhi,26,Other,Chargée clientèle / réceptionniste,Services,1,53710,JOB1155
EMP1155-3,Omar Amrani,45,Female,Chargée clientèle / réceptionniste,Services,1,62057,JOB1155
EMP1155-4,Amina Amrani,40,Male,Chargée clientèle / réceptionniste,Services,5,67886,JOB1155
EMP1156-1,Omar Amrani,51,Female,Délégués Médico-Commerciaux - Alger-,Industries,0,60467,JOB1156
EMP1157-1,Sofiane Zitouni,46,Female,Technico-commercial,"Distribution, Commerce",1,74526,JOB1157
EMP1157-2,Nadia Saadi,40,Other,Technico-commercial,"Distribution, Commerce",0,61390,JOB1157
EMP1158-1,Nadia Benaissa,50,Female,CHEF SERVICE COMPTABILITÉ,Services,15,73384,JOB1158
EMP1158-2,Yasmine Derbal,56,Female,CHEF SERVICE COMPTABILITÉ,Services,10,75274,JOB1158
EMP1158-3,Zineb Bouzid,28,Female,CHEF SERVICE COMPTABILITÉ,Services,10,75417,JOB1158
EMP1158-4,Sabrina Benaissa,28,Male,CHEF SERVICE COMPTABILITÉ,Services,12,62826,JOB1158
EMP1158-5,Yasmine Amrani,28,Other,CHEF SERVICE COMPTABILITÉ,Services,16,84624,JOB1158
EMP1159-1,Laila Zitouni,52,Female,Responsable Controle de Gestion - BONNE MAITRISE DE ERP - SAP,Services,14,84205,JOB1159
EMP1160-1,Zineb Fekih,44,Female,DRH- GRH Gestionnaire Ressources Humaines - MAITRISE ERP,Services,16,66158,JOB1160
EMP1160-2,Rachid Derbal,50,Male,DRH- GRH Gestionnaire Ressources Humaines - MAITRISE ERP,Services,10,73093,JOB1160
EMP1161-1,Nadia Bouzid,54,Male,CHEF DE SERVICE SERVICES METRE ET MARCHES  - PROFIL Metreur Vérificateur,Services,12,66201,JOB1161
EMP1162-1,Omar Guedira,52,Other,Architecte études CES  et Conducteur de travaux,Services,11,86648,JOB1162
EMP1162-2,Fatima Bouzid,52,Other,Architecte études CES  et Conducteur de travaux,Services,14,76153,JOB1162
EMP1162-3,Samir Fekih,37,Other,Architecte études CES  et Conducteur de travaux,Services,10,70045,JOB1162
EMP1163-1,Ahmed Derbal,45,Male,Directeur Finance et Comptabilité DFC - BONNE MAITRISE DE ERP,Services,12,70648,JOB1163
EMP1163-2,Laila Amrani,24,Female,Directeur Finance et Comptabilité DFC - BONNE MAITRISE DE ERP,Services,10,65713,JOB1163
EMP1164-1,Sabrina Saadi,58,Male,Directeur DGA-DAF - BONNE MAITRISE DE ERP,Services,14,92301,JOB1164
EMP1164-2,Leila Bouzid,33,Male,Directeur DGA-DAF - BONNE MAITRISE DE ERP,Services,15,75933,JOB1164
EMP1164-3,Fatima Amrani,23,Male,Directeur DGA-DAF - BONNE MAITRISE DE ERP,Services,9,76364,JOB1164
EMP1164-4,Mohamed Khelifi,54,Female,Directeur DGA-DAF - BONNE MAITRISE DE ERP,Services,14,64495,JOB1164
EMP1164-5,Zineb Bouzid,35,Male,Directeur DGA-DAF - BONNE MAITRISE DE ERP,Services,16,79664,JOB1164
